hit_id,colloc,sent_text,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,sent_text,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,colloc,category
apw_eng_20041222_0104_8:24-25-26,as_compelling,"-LBQ-  In this case , the panel found the -LRB- U.S. International Trade Commission 's -RRB- injury determination was OK , but evidence was n't as compelling on whether a subsidy exists ; the U.S. is going to appeal that decision .  -RDQ-",n't,as,compelling,evidence was n't as compelling on whether,apw_eng_20041222_0104_8,"-LBQ-  We obviously have differences of opinion with the rulings on these trade remedies cases ,  -RDQ-  Dow Jones quoted a U.S. trade official as telling reporters on condition of anonymity .","-LBQ-  In this case , the panel found the -LRB- U.S. International Trade Commission 's -RRB- injury determination was OK , but evidence was n't as compelling on whether a subsidy exists ; the U.S. is going to appeal that decision .  -RDQ-","`` In this case , the panel found the -LRB- U.S. International Trade Commission 's -RRB- injury determination was OK , but evidence was n't as compelling on whether a subsidy exists ; the U.S. is going to appeal that decision . ''","`` in this case , the panel find the -lrb- U.S. International Trade Commission 's -rrb- injury determination be ok , but evidence be not as compelling on whether a subsidy exist ; the U.S. is go to appeal that decision . ''",The official said it is premature to suggest the United States would lift the tariffs .,n't,as,compelling,24,25,26,"{'lemma': 'compelling', 'ix': 26, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'find'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'neg', 'head': 'compelling'}",neg,"{'lemma': 'compelling', 'ix': 26, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'find'}","{'lemma': 'as', 'ix': 25, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'compelling'}",advmod,apw_eng_200412,24-25-26,as_compelling,immediateNeg
apw_eng_20041222_0104_6:5-6-7,immediately_available,"South Korean government officials were not immediately available for comments , but U.S. officials confirmed the ruling and said they planned to appeal it , according to Dow Jones Newswires .",not,immediately,available,officials were not immediately available for comments,apw_eng_20041222_0104_6,"-LBQ-  If the report is true , the United States should immediately lift its tariffs .  -RDQ-","South Korean government officials were not immediately available for comments , but U.S. officials confirmed the ruling and said they planned to appeal it , according to Dow Jones Newswires .","south Korean government officials were not immediately available for comments , but U.S. officials confirmed the ruling and said they planned to appeal it , according to Dow Jones Newswires .","south korean government official be not immediately available for comment , but U.S. official confirm the ruling and say they plan to appeal it , accord to Dow Jones Newswires .","-LBQ-  We obviously have differences of opinion with the rulings on these trade remedies cases ,  -RDQ-  Dow Jones quoted a U.S. trade official as telling reporters on condition of anonymity .",not,immediately,available,5,6,7,"{'lemma': 'available', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,5-6-7,immediately_available,immediateNeg
apw_eng_20041222_0102_7:4-5-6,less_important,"Progress in Darfur is no less important than it is in the North-South conflict , says Michael Ranneberger , the No. 2 official in the U.S. State Department 's African affairs bureau .",no,less,important,Darfur is no less important than it,apw_eng_20041222_0102_7,"U.S. officials consider the two conflicts linked , exacerbated by government policies , and they say unless the situation in western Sudan 's Darfur region changes for the better , the proposal for a Washington ceremony will be off the table .","Progress in Darfur is no less important than it is in the North-South conflict , says Michael Ranneberger , the No. 2 official in the U.S. State Department 's African affairs bureau .","progress in Darfur is no less important than it is in the North-South conflict , says Michael Ranneberger , the No. 2 official in the U.S. State Department 's African affairs bureau .","progress in Darfur be no less important than it be in the north-south conflict , say Michael Ranneberger , the no. 2 official in the U.S. State Department 's african affair bureau .",-LBQ-  The two situations are inextricably related and must be resolved in tandem .,no,less,important,4,5,6,"{'lemma': 'important', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'no', 'ix': 4, 'xpos': 'DT', 'deprel': 'dep', 'head': 'important'}",dep,"{'lemma': 'important', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'less', 'ix': 5, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'important'}",advmod,apw_eng_200412,4-5-6,less_important,immediateNeg
apw_eng_20041222_0076_9:2-3-4,immediately_aware,"Police were not immediately aware of his whereabouts in Cambodia because he had changed his name to Du Yurong and carried a mainland Chinese passport , Bit Kim Hong said .",not,immediately,aware,police were not immediately aware of his,apw_eng_20041222_0076_9,"Bit Kim Hong said Wong used to run his smuggling ring out of Hong Kong , but after becoming the target of an international hunt , he slipped into Cambodia in 1992 where he has worked in a casino .","Police were not immediately aware of his whereabouts in Cambodia because he had changed his name to Du Yurong and carried a mainland Chinese passport , Bit Kim Hong said .","police were not immediately aware of his whereabouts in Cambodia because he had changed his name to Du Yurong and carried a mainland Chinese passport , Bit Kim Hong said .","police be not immediately aware of he whereabouts in Cambodia because he had change he name to Du Yurong and carry a mainland chinese passport , bit Kim Hong say .","He said that , with cooperation from Australia , United States and Hong Kong , the search for Wong was launched in April this year .",not,immediately,aware,2,3,4,"{'lemma': 'aware', 'ix': 4, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'aware'}",neg,"{'lemma': 'aware', 'ix': 4, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'immediately', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'aware'}",advmod,apw_eng_200412,2-3-4,immediately_aware,immediateNeg
apw_eng_20041222_0040_3:8-9-10,legally_binding,"Some analysts believe the agreement , which is not legally binding , could eventually cost the manufacturing giant up to A$ 4.5 billion -LRB- US$ 3.4 billion ; euro2 .54 billion -RRB- , depending on how many people make claims .",not,legally,binding,"which is not legally binding , could",apw_eng_20041222_0040_3,"James Hardie Industries _ once Australia 's largest asbestos maker _ on Tuesday signed a preliminary agreement with unions , victims and the New South Wales state government to hand out about 1.5 billion Australian dollars -LRB- US$ 1.1 billion ; euro820 million -RRB- over the next 40 years to people suffering often fatal lung diseases .","Some analysts believe the agreement , which is not legally binding , could eventually cost the manufacturing giant up to A$ 4.5 billion -LRB- US$ 3.4 billion ; euro2 .54 billion -RRB- , depending on how many people make claims .","some analysts believe the agreement , which is not legally binding , could eventually cost the manufacturing giant up to A$ 4.5 billion -LRB- US$ 3.4 billion ; euro2 .54 billion -RRB- , depending on how many people make claims .","some analyst believe the agreement , which be not legally binding , could eventually cost the manufacturing giant up to a$ 4.5 billion -lrb- us$ 3.4 billion ; euro2 .54 billion -rrb- , depend on how many people make claim .",The Australian Council of Trade Unions on Wednesday expressed confidence that James Hardies ' shareholders would vote next year to approve the deal .,not,legally,binding,8,9,10,"{'lemma': 'binding', 'ix': 10, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'agreement'}","{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'neg', 'head': 'binding'}",neg,"{'lemma': 'binding', 'ix': 10, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'agreement'}","{'lemma': 'legally', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'binding'}",advmod,apw_eng_200412,8-9-10,legally_binding,immediateNeg
apw_eng_20041222_0028_14:11-12-13,too_good,"-LBQ-  Interviews , celebrations , receptions , great fun , but not too good for my form .  -RDQ-",not,too,good,", but not too good for my",apw_eng_20041222_0028_14,"-LBQ-  After my win in Alta Badia things went crazy ,  -RDQ-  he said .","-LBQ-  Interviews , celebrations , receptions , great fun , but not too good for my form .  -RDQ-","`` Interviews , celebrations , receptions , great fun , but not too good for my form . ''","`` interview , celebration , reception , great fun , but not too good for my form . ''","Cuche , first disappointed , later thanked the organizers for pouring water over the slope to ice it .",not,too,good,11,12,13,"{'lemma': 'good', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'too', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,apw_eng_200412,11-12-13,too_good,immediateNeg
apw_eng_20041222_0016_23:2-10-11,as_effective,He will not _ at least at first _ be as effective internationally or as popular domestically .,not,as,effective,he will not _ at least at first _ be as effective internationally or,apw_eng_20041222_0016_23,But he is also less polished that Chissano and has less diplomatic experience and ability .,He will not _ at least at first _ be as effective internationally or as popular domestically .,he will not _ at least at first _ be as effective internationally or as popular domestically .,he will not _ at least at first _ be as effective internationally or as popular domestically .,Mario also believes that the unexpectedly easy victory in the election could make the governing Frelimo party overconfident and arrogant despite the massive voter apathy in the Dec. 1-2 poll .,not,as,effective,2,10,11,"{'lemma': 'effective', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'effective'}",neg,"{'lemma': 'effective', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'effective'}",advmod,apw_eng_200412,2-10-11,as_effective,immediateNeg
apw_eng_20041222_0009_21:6-7-8,so_available,"And frankly I wish handguns were not so available in this country ,  -RDQ-  he said .",not,so,available,handguns were not so available in this,apw_eng_20041222_0009_21,-LBQ-  The tragedies that families face when people are killed is terrible .,"And frankly I wish handguns were not so available in this country ,  -RDQ-  he said .","and frankly I wish handguns were not so available in this country , '' he said .","and frankly I wish handgun be not so available in this country , '' he say .","-LBQ-  But it 's not right , in our minds , to make social policy based on just a few cases .  -RDQ-",not,so,available,6,7,8,"{'lemma': 'available', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'wish'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'wish'}","{'lemma': 'so', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,6-7-8,so_available,immediateNeg
apw_eng_20041221_0404_20:4-5-6,so_much,"-LBQ-  He was concerned not so much about any potential humiliation of himself , but protecting the office of the presidency from any sort of humiliation that might have occurred ,  -RDQ-  he said .",not,so,much,was concerned not so much about any,apw_eng_20041221_0404_20,"As for Bush 's previous snubs of the group , Mfume said he partly understood the president 's explanation .","-LBQ-  He was concerned not so much about any potential humiliation of himself , but protecting the office of the presidency from any sort of humiliation that might have occurred ,  -RDQ-  he said .","`` He was concerned not so much about any potential humiliation of himself , but protecting the office of the presidency from any sort of humiliation that might have occurred , '' he said .","`` he was concerned not so much about any potential humiliation of himself , but protect the office of the presidency from any sort of humiliation that might have occur , '' he say .","-LBQ-  I think he does have some validity in the fact that protecting the presidency from public humiliation , whether it 's he or someone else , as president , is important .  -RDQ-",not,so,much,4,5,6,"{'lemma': 'much', 'ix': 6, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'concerned'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'dep', 'head': 'much'}",dep,"{'lemma': 'much', 'ix': 6, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'concerned'}","{'lemma': 'so', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'much'}",advmod,apw_eng_200412,4-5-6,so_much,immediateNeg
apw_eng_20041221_0399_10:6-7-8,immediately_available,Officials at Rambus and Infineon were n't immediately available to comment .,n't,immediately,available,Infineon were n't immediately available to comment,apw_eng_20041221_0399_10,"Rambus claims memory chip makers used their patents but did not pay royalties on the technology , while the memory makers contend Rambus did not make it known during the standard-setting meetings that they held patents on the technology being discussed .",Officials at Rambus and Infineon were n't immediately available to comment .,officials at Rambus and Infineon were n't immediately available to comment .,official at Rambus and Infineon be not immediately available to comment .,"Amir does not own Rambus shares , nor does his company have an investment banking relationship with Rambus .",n't,immediately,available,6,7,8,"{'lemma': 'available', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,6-7-8,immediately_available,immediateNeg
apw_eng_20041221_0374_10:18-19-20,yet_over,"Still , the dollar 's recovery has been fitful amid market expectations that the currency 's slide is n't yet over and the euro likely will resume its climb in the new year .",n't,yet,over,slide is n't yet over and the,apw_eng_20041221_0374_10,"Though the number was a record high , it was lower than the $ 171 billion that analysts had forecast .","Still , the dollar 's recovery has been fitful amid market expectations that the currency 's slide is n't yet over and the euro likely will resume its climb in the new year .","still , the dollar 's recovery has been fitful amid market expectations that the currency 's slide is n't yet over and the euro likely will resume its climb in the new year .","still , the dollar 's recovery has be fitful amid market expectation that the currency 's slide be not yet over and the euro likely will resume its climb in the new year .",,n't,yet,over,18,19,20,"{'lemma': 'over', 'ix': 20, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'expectation'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'over'}",neg,"{'lemma': 'over', 'ix': 20, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'expectation'}","{'lemma': 'yet', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'over'}",advmod,apw_eng_200412,18-19-20,yet_over,immediateNeg
apw_eng_20041221_0321_3:17-18-19,consistently_profitable,"Microsoft has said Slate , with roughly 6 million readers monthly , breaks even financially but is n't consistently profitable .",n't,consistently,profitable,but is n't consistently profitable .,apw_eng_20041221_0321_3,"Terms of the deal were not disclosed , though Slate editor Jacob Weisberg said the amount was  -LBQ-  a very respectable , impressive price .  -RDQ-","Microsoft has said Slate , with roughly 6 million readers monthly , breaks even financially but is n't consistently profitable .","Microsoft has said Slate , with roughly 6 million readers monthly , breaks even financially but is n't consistently profitable .","Microsoft has say Slate , with roughly 6 million reader monthly , break even financially but be not consistently profitable .",Microsoft has sought a buyer since the summer .,n't,consistently,profitable,17,18,19,"{'lemma': 'profitable', 'ix': 19, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'break'}","{'lemma': 'not', 'ix': 17, 'xpos': 'RB', 'deprel': 'neg', 'head': 'profitable'}",neg,"{'lemma': 'profitable', 'ix': 19, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'break'}","{'lemma': 'consistently', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'profitable'}",advmod,apw_eng_200412,17-18-19,consistently_profitable,immediateNeg
apw_eng_20041221_0281_8:6-7-8,immediately_clear,The cause of the accident was not immediately clear .,not,immediately,clear,accident was not immediately clear .,apw_eng_20041221_0281_8,The British couple had decided to go sightseeing after getting married in the morning .,The cause of the accident was not immediately clear .,the cause of the accident was not immediately clear .,the cause of the accident be not immediately clear .,,not,immediately,clear,6,7,8,"{'lemma': 'clear', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,6-7-8,immediately_clear,immediateNeg
apw_eng_20041221_0256_17:3-4-5,immediately_available,Funeral details were not immediately available .,not,immediately,available,details were not immediately available .,apw_eng_20041221_0256_17,Sampson is survived by his wife Sally and a son and daughter .,Funeral details were not immediately available .,funeral details were not immediately available .,funeral detail be not immediately available .,,not,immediately,available,3,4,5,"{'lemma': 'available', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,3-4-5,immediately_available,immediateNeg
apw_eng_20041221_0253_21:6-7-8,always_easy,"-LBQ-  The process of feeding is not always easy with flows of population going back and forth ,  -RDQ-  she said .",not,always,easy,feeding is not always easy with flows,apw_eng_20041221_0253_21,But many Ivorians are going back to Ivory Coast to harvest their crop and then returning to Liberia to look for extra food .,"-LBQ-  The process of feeding is not always easy with flows of population going back and forth ,  -RDQ-  she said .","`` The process of feeding is not always easy with flows of population going back and forth , '' she said .","`` the process of feeding be not always easy with flow of population go back and forth , '' she say .",Associated Press writer Marta Falconi in Rome contributed to this report .,not,always,easy,6,7,8,"{'lemma': 'easy', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'easy'}",neg,"{'lemma': 'easy', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'always', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'easy'}",advmod,apw_eng_200412,6-7-8,always_easy,immediateNeg
apw_eng_20041221_0249_18:3-5-6,completely_clear,"-LBQ-  It 's not yet completely clear what -LRB- I will do -RRB- , at least here on the Finnish end ,  -RDQ-  Koski told reporters .",not,completely,clear,It 's not yet completely clear what -LRB-,apw_eng_20041221_0249_18,"Koski , who earlier had appealed Supreme Court rulings , said Tuesday she did n't know what to do .","-LBQ-  It 's not yet completely clear what -LRB- I will do -RRB- , at least here on the Finnish end ,  -RDQ-  Koski told reporters .","`` It 's not yet completely clear what -LRB- I will do -RRB- , at least here on the Finnish end , '' Koski told reporters .","`` it be not yet completely clear what -lrb- I will do -rrb- , at least here on the finnish end , '' Koski tell reporter .","-LBQ-  Normally , the road ends here .  -RDQ-",not,completely,clear,3,5,6,"{'lemma': 'clear', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'tell'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'tell'}","{'lemma': 'completely', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,3-5-6,completely_clear,immediateNeg
apw_eng_20041221_0205_10:18-19-20,yet_over,"Still , the dollar 's recovery has been fitful amid market expectations that the currency 's slide is n't yet over and the euro likely will resume its climb in the new year .",n't,yet,over,slide is n't yet over and the,apw_eng_20041221_0205_10,"Though the number was a record high , it was lower than the US$ 171 billion that analysts had forecast .","Still , the dollar 's recovery has been fitful amid market expectations that the currency 's slide is n't yet over and the euro likely will resume its climb in the new year .","still , the dollar 's recovery has been fitful amid market expectations that the currency 's slide is n't yet over and the euro likely will resume its climb in the new year .","still , the dollar 's recovery has be fitful amid market expectation that the currency 's slide be not yet over and the euro likely will resume its climb in the new year .","The dollar bought 104.09 yen at 5 p.m. -LRB- 0800 GMT -RRB- in Tokyo , down 0.35 yen from late Monday but above the 104.05 yen it bought in New York trading later that day .",n't,yet,over,18,19,20,"{'lemma': 'over', 'ix': 20, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'expectation'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'over'}",neg,"{'lemma': 'over', 'ix': 20, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'expectation'}","{'lemma': 'yet', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'over'}",advmod,apw_eng_200412,18-19-20,yet_over,immediateNeg
apw_eng_20041221_0146_6:11-12-13,immediately_available,"Further information , including the cause of the fire , was not immediately available .",not,immediately,available,", was not immediately available .",apw_eng_20041221_0146_6,"Some 50 firefighters with about 10 vehicles brought the blaze under control at 9 -COL- 05 a.m. -LRB- 0805 GMT -RRB- , rescue officials and ADP said .","Further information , including the cause of the fire , was not immediately available .","further information , including the cause of the fire , was not immediately available .","further information , include the cause of the fire , be not immediately available .","In May , a section of a roof on a futuristic new terminal at Charles de Gaulle collapsed , killing four people .",not,immediately,available,11,12,13,"{'lemma': 'available', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,11-12-13,immediately_available,immediateNeg
apw_eng_20041221_0106_7:10-11-12,immediately_available,Details about what allegations Zardari faces in the case were not immediately available .,not,immediately,available,case were not immediately available .,apw_eng_20041221_0106_7,Both were shot dead near their home while they were driving in a car .,Details about what allegations Zardari faces in the case were not immediately available .,details about what allegations Zardari faces in the case were not immediately available .,detail about what allegation Zardari face in the case be not immediately available .,Bhutto was twice elected prime minister but in both cases her governments were dismissed for allegations of corruption and misrule in the 1990s .,not,immediately,available,10,11,12,"{'lemma': 'available', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,10-11-12,immediately_available,immediateNeg
apw_eng_20041221_0102_43:5-6-7,as_serious,"Burkholder said the fracture is not as serious , and will be allowed to heal on its own .",not,as,serious,"fracture is not as serious , and",apw_eng_20041221_0102_43,You 've just got to move on from it .  -RDQ-,"Burkholder said the fracture is not as serious , and will be allowed to heal on its own .","Burkholder said the fracture is not as serious , and will be allowed to heal on its own .","Burkholder say the fracture be not as serious , and will be allow to heal on its own .","Burkholder said if Owens , who has injured the ankle before , does n't respond well to rehabilitation , he could rest for three months before the screws come out .",not,as,serious,5,6,7,"{'lemma': 'serious', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'serious'}",neg,"{'lemma': 'serious', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'serious'}",advmod,apw_eng_200412,5-6-7,as_serious,immediateNeg
apw_eng_20041221_0102_1:4-6-7,so_foolish,"Long-suffering Eagles fans would never be so foolish to think a trip to the Super Bowl was a lock , even though their Birds are clearly the best team in the NFC this season .",never,so,foolish,fans would never be so foolish to think,apw_eng_20041221_0102_1,,"Long-suffering Eagles fans would never be so foolish to think a trip to the Super Bowl was a lock , even though their Birds are clearly the best team in the NFC this season .","long-suffering Eagles fans would never be so foolish to think a trip to the Super Bowl was a lock , even though their Birds are clearly the best team in the NFC this season .","long-suffering eagles fan would never be so foolish to think a trip to the Super Bowl be a lock , even though they bird be clearly the best team in the NFC this season .","-LBQ-  Something could still happen ,  -RDQ-  is a dreaded , but not uncommon thought among loyalists .",never,so,foolish,4,6,7,"{'lemma': 'foolish', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'never', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'foolish'}",neg,"{'lemma': 'foolish', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'foolish'}",advmod,apw_eng_200412,4-6-7,so_foolish,immediateNeg
apw_eng_20041221_0096_6:2-3-4,immediately_clear,"It was n't immediately clear what their motivation was , nor whether they faced any punishment .",n't,immediately,clear,it was n't immediately clear what their,apw_eng_20041221_0096_6,"Muttrie said Cheung and a worker at the employment agency that hired out Deniyalage conspired against the maid , according to the Post .","It was n't immediately clear what their motivation was , nor whether they faced any punishment .","it was n't immediately clear what their motivation was , nor whether they faced any punishment .","it be not immediately clear what they motivation be , nor whether they face any punishment .","Judiciary spokeswoman Jaime Or confirmed the HK$ 240,370 compensation award , but said she could not provide other details .",n't,immediately,clear,2,3,4,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,2-3-4,immediately_clear,immediateNeg
apw_eng_20041221_0077_15:22-23-24,immediately_available,"England refused to provide the name or nationality of the prisoner to be released , and the circumstances of his capture were not immediately available .",not,immediately,available,capture were not immediately available .,apw_eng_20041221_0077_15,"To bolster its case for each of the prisoners against any such challenge , the Pentagon set up tribunals to review the circumstances of each man 's capture and other factors to determine whether they are properly held .","England refused to provide the name or nationality of the prisoner to be released , and the circumstances of his capture were not immediately available .","England refused to provide the name or nationality of the prisoner to be released , and the circumstances of his capture were not immediately available .","England refuse to provide the name or nationality of the prisoner to be release , and the circumstance of he capture be not immediately available .",The State Department has been notified of the decision and will arrange to return him home .,not,immediately,available,22,23,24,"{'lemma': 'available', 'ix': 24, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'refuse'}","{'lemma': 'not', 'ix': 22, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 24, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'refuse'}","{'lemma': 'immediately', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,22-23-24,immediately_available,immediateNeg
