hit_id,colloc,sent_text,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_19980515_0358_4:5-6-7,yet_final,But the EC decision is not yet final and Israel 's Foreign Ministry has been lobbying hard to prevent it from being implemented .,not,yet,final,decision is not yet final and Israel,nyt_eng_19980515_0358_4,The benefits are accorded to products made in Israel proper .,but the EC decision is not yet final and Israel 's Foreign Ministry has been lobbying hard to prevent it from being implemented .,but the EC decision be not yet final and Israel 's Foreign Ministry has been lobby hard to prevent it from being implement .,"Avnery is noticeably pleased that a campaign begun eight months ago by his organization , Gush Shalom , or Peace Block , appears to have finally paid off .",not,yet,final,5,6,7,"{'lemma': 'final', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'final'}",neg,"{'lemma': 'final', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'yet', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'final'}",advmod,nyt_eng_199805,5-6-7,immediateNeg
nyt_eng_19980515_0356_14:22-24-25,that_concerned,"Even if the worst happens , and the release of Windows 98 is delayed by months , retailers such as Khan are n't all that concerned .",n't,that,concerned,Khan are n't all that concerned .,nyt_eng_19980515_0356_14,"While Microsoft has claimed any delay would cause panic in the streets , a slowdown in PC sales and perhaps scaly skin , most retailers do n't agree .","even if the worst happens , and the release of Windows 98 is delayed by months , retailers such as Khan are n't all that concerned .","even if the worst happen , and the release of Windows 98 is delay by month , retailer such as Khan be not all that concerned .","-LBQ-  Everyone could live through that ,  -RDQ-  Khan said .",n't,that,concerned,22,24,25,"{'lemma': 'concerned', 'ix': 25, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 22, 'xpos': 'RB', 'deprel': 'neg', 'head': 'concerned'}",neg,"{'lemma': 'concerned', 'ix': 25, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'that', 'ix': 24, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'concerned'}",advmod,nyt_eng_199805,22-24-25,immediateNeg
nyt_eng_19980515_0332_39:14-15-16,as_bad,"But as terrifying as this week was , some ethnic Chinese said it was not as bad as the persecution that Chinese people suffered in 1965-66 , the year of living dangerously , in which Suharto wrested power from Sukarno .",not,as,bad,it was not as bad as the,nyt_eng_19980515_0332_39,"-LBQ-  When you talk to Chinese ,  -RDQ-  he said ,  -LBQ-  they always refer to the Indonesians as locals .  -RDQ-","but as terrifying as this week was , some ethnic Chinese said it was not as bad as the persecution that Chinese people suffered in 1965-66 , the year of living dangerously , in which Suharto wrested power from Sukarno .","but as terrifying as this week be , some ethnic Chinese say it be not as bad as the persecution that chinese people suffer in 1965-66 , the year of live dangerously , in which Suharto wrest power from Sukarno .","-LBQ-  In those days , the looters killed the Chinese shopkeepers ,  -RDQ-  said Kwik Kian Gie , a prominent Chinese economist ,  -LBQ-  Now they only want to steal their property .  -RDQ-",not,as,bad,14,15,16,"{'lemma': 'bad', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_199805,14-15-16,immediateNeg
nyt_eng_19980515_0329_38:9-10-11,really_burdens,It makes you realize that the everyday burdens are n't really burdens in comparison .,n't,really,burdens,burdens are n't really burdens in comparison,nyt_eng_19980515_0329_38,-LBQ-  It puts things in perspective .,it makes you realize that the everyday burdens are n't really burdens in comparison .,it make you realize that the everyday burden be not really burdens in comparison .,"They are just mere little problems , not something to ruin your life .  -RDQ-",n't,really,burdens,9,10,11,"{'lemma': 'burdens', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'realize'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'burdens'}",neg,"{'lemma': 'burdens', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'realize'}","{'lemma': 'really', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'burdens'}",advmod,nyt_eng_199805,9-10-11,immediateNeg
nyt_eng_19980515_0325_23:15-16-17,particularly_friendly,The logic that Brown would be good for business contradicts his reputation as a politician not particularly friendly to corporations .,not,particularly,friendly,a politician not particularly friendly to corporations,nyt_eng_19980515_0325_23,There 's a lot of competition for attention .  -RDQ-,the logic that Brown would be good for business contradicts his reputation as a politician not particularly friendly to corporations .,the logic that Brown would be good for business contradict he reputation as a politician not particularly friendly to corporation .,"But Joseph Debro , an Oakland contractor who worked in Brown 's gubernatorial administration , said it made sense , even though .",not,particularly,friendly,15,16,17,"{'lemma': 'friendly', 'ix': 17, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'politician'}","{'lemma': 'not', 'ix': 15, 'xpos': 'RB', 'deprel': 'neg', 'head': 'friendly'}",neg,"{'lemma': 'friendly', 'ix': 17, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'politician'}","{'lemma': 'particularly', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'friendly'}",advmod,nyt_eng_199805,15-16-17,immediateNeg
nyt_eng_19980515_0324_2:11-12-13,more_unexpected,"But of all of Brown 's incarnations , there is perhaps none more unexpected , if such a word can even apply to him , than the current one .",none,more,unexpected,"is perhaps none more unexpected , if",nyt_eng_19980515_0324_2,"Over the course of his unconventional adventures , Jerry Brown has popped up in many places , wearing many faces  -COL-  India , where he ministered to the wretched with Mother Teresa ; Japan , where he sought Zen enlightenment ; Sacramento , where he spurned the governor 's mansion for a private apartment with a mattress on the floor .","but of all of Brown 's incarnations , there is perhaps none more unexpected , if such a word can even apply to him , than the current one .","but of all of Brown 's incarnation , there be perhaps none more unexpected , if such a word can even apply to he , than the current one .","Edmund G. Brown Jr. , the former two-term governor of California and three-time presidential candidate , is not only running to become mayor of this troubled , unglamorous city , the seventh most populous in the state .",none,more,unexpected,11,12,13,"{'lemma': 'unexpected', 'ix': 13, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'be'}","{'lemma': 'none', 'ix': 11, 'xpos': 'NN', 'deprel': 'dep', 'head': 'unexpected'}",dep,"{'lemma': 'unexpected', 'ix': 13, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'be'}","{'lemma': 'more', 'ix': 12, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'unexpected'}",advmod,nyt_eng_199805,11-12-13,immediateNeg
nyt_eng_19980515_0321_29:2-4-5,very_good,That would n't be very good for French-American relations .  -RDQ-,n't,very,good,that would n't be very good for French-American,nyt_eng_19980515_0321_29,"Clinton had a formal lunch with French President Jacques Chirac , prompting him to joke to spectators ,  -LBQ-  If I eat too much or finish my beer , I 'll have to fall asleep over lunch with the president of France .",that would n't be very good for French-American relations . '',that would not be very good for french-american relation . '',"The Group of Eight which gathered at the invitation only summit includes the leaders of the US , Canada , France , England , Italy , Germany , Japan and Russia .",n't,very,good,2,4,5,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'very', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_199805,2-4-5,immediateNeg
nyt_eng_19980515_0269_11:11-13-14,that_off,He came back and we cooled him down and he was n't really that off .,n't,that,off,he was n't really that off .,nyt_eng_19980515_0269_11,"But when he pulled into a jog following the work , the exercise rider did n't think he felt exactly right .",he came back and we cooled him down and he was n't really that off .,he come back and we cool he down and he be not really that off .,"I studied him for 20-25 minutes , and finally , we took him out to have a bath , and when we did that , he walked out on his toe and I knew he had a bruise .",n't,that,off,11,13,14,"{'lemma': 'off', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'cool'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'off'}",neg,"{'lemma': 'off', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'cool'}","{'lemma': 'that', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'off'}",advmod,nyt_eng_199805,11-13-14,immediateNeg
nyt_eng_19980515_0264_10:3-4-5,mentally_ill,"Those who were not mentally ill actually were far more likely than the mentally ill to attack strangers , use weapons or commit violence on the street , in bars or other public places , the study found .",not,mentally,ill,who were not mentally ill actually were,nyt_eng_19980515_0264_10,And study results should help dispel the stereotype of the mentally ill person who attacks people on the street at random .,"those who were not mentally ill actually were far more likely than the mentally ill to attack strangers , use weapons or commit violence on the street , in bars or other public places , the study found .","those who be not mentally ill actually be far more likely than the mentally ill to attack stranger , use weapon or commit violence on the street , in bar or other public place , the study find .","-LBQ-  The belief of the general public that all mentally ill people are potentially dangerous and ought to be feared is not true ,  -RDQ-  said Paul Appelbaum , a psychiatrist at the University of Massachusetts and an author of the study .",not,mentally,ill,3,4,5,"{'lemma': 'ill', 'ix': 5, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'those'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'ill'}",neg,"{'lemma': 'ill', 'ix': 5, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'those'}","{'lemma': 'mentally', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'ill'}",advmod,nyt_eng_199805,3-4-5,immediateNeg
nyt_eng_19980515_0262_6:3-4-5,more_prone,ill people are no more prone to violence than their neighbors .,no,more,prone,people are no more prone to violence,nyt_eng_19980515_0262_6,"MENTALLYILL-VIOLENCE -LRB- Kansas City , Mo. -RRB- _ Study shows mentally",ill people are no more prone to violence than their neighbors .,ill people be no more prone to violence than they neighbor .,By ALAN BAVLEY .,no,more,prone,3,4,5,"{'lemma': 'prone', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'no', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'prone'}",advmod,"{'lemma': 'prone', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 4, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'prone'}",advmod,nyt_eng_199805,3-4-5,immediateNeg
nyt_eng_19980515_0238_20:11-12-13,as_cheap,"So what 's next ?  -LBQ-  Obviously , the stock is not as cheap as it was ,  -RDQ-  he added .",not,as,cheap,stock is not as cheap as it,nyt_eng_19980515_0238_20,"-LBQ-  I 've found over the years ,  -RDQ-  he said ,  -LBQ-  that if a stock is cheap enough , good things tend to happen .  -RDQ-","so what 's next ? `` Obviously , the stock is not as cheap as it was , '' he added .","so what be next ? `` obviously , the stock be not as cheap as it be , '' he add .","-LBQ-  We 're reappraising , frankly .",not,as,cheap,11,12,13,"{'lemma': 'cheap', 'ix': 13, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'next'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'cheap'}",neg,"{'lemma': 'cheap', 'ix': 13, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'next'}","{'lemma': 'as', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'cheap'}",advmod,nyt_eng_199805,11-12-13,immediateNeg
nyt_eng_19980515_0237_30:3-5-6,so_commodious,The rear is not quite so commodious ; the overhead and the writer 's head touch .,not,so,commodious,rear is not quite so commodious ; the,nyt_eng_19980515_0237_30,"Up front the Camry is quite comfortable with plenty of overhead , lots of legroom .",the rear is not quite so commodious ; the overhead and the writer 's head touch .,the rear be not quite so commodious ; the overhead and the writer 's head touch .,"But legroom , kneeroom are fine .",not,so,commodious,3,5,6,"{'lemma': 'commodious', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'commodious'}",neg,"{'lemma': 'commodious', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'commodious'}",advmod,nyt_eng_199805,3-5-6,immediateNeg
nyt_eng_19980515_0233_47:7-9-10,too_blase,Do you remember thalidomide ? You ca n't be too blase with this stuff .,n't,too,blase,You ca n't be too blase with this,nyt_eng_19980515_0233_47,But we should be cautious .,do you remember thalidomide ? You ca n't be too blase with this stuff .,do you remember thalidomide ? you can not be too blase with this stuff .,No one could have foreseen the disastrous effects of that drug .  -RDQ-,n't,too,blase,7,9,10,"{'lemma': 'blase', 'ix': 10, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'blase'}",neg,"{'lemma': 'blase', 'ix': 10, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'blase'}",advmod,nyt_eng_199805,7-9-10,immediateNeg
nyt_eng_19980515_0233_27:14-15-16,as_exciting,"I 've been with him for about two-and-a-half years , and it 's just not as exciting as it used to be .  -RDQ-",not,as,exciting,'s just not as exciting as it,nyt_eng_19980515_0233_27,"-LBQ-  And if I 'm not in the mood on one of those weekends , well , then there goes the month .","i 've been with him for about two-and-a-half years , and it 's just not as exciting as it used to be . ''","I 've be with he for about two-and-a-half year , and it be just not as exciting as it use to be . ''","Last Saturday night , she swallowed a blue , diamond-shaped Viagra pill , which she sneaked from a cache in the office where she works .",not,as,exciting,14,15,16,"{'lemma': 'exciting', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'be'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'exciting'}",neg,"{'lemma': 'exciting', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'be'}","{'lemma': 'as', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'exciting'}",advmod,nyt_eng_199805,14-15-16,immediateNeg
nyt_eng_19980515_0232_5:12-13-14,too_proud,So the singer who had driven bobby-soxers wild in the 1940s was n't too proud to audition .,n't,too,proud,1940s was n't too proud to audition,nyt_eng_19980515_0232_5,"His marriage to Ava Gardner was falling apart ; he had just lost a recording contract ; and though he had recently made another movie , the engaging , old-favorite-laden musical  -LBQ-  Meet Danny Wilson  -RDQ-  -LRB- 1952 -RRB- had gone nowhere .",so the singer who had driven bobby-soxers wild in the 1940s was n't too proud to audition .,so the singer who had drive bobby-soxers wild in the 1940 be not too proud to audition .,"After the movie was made and the Oscar was won , his musical and movie careers took off simultaneously .",n't,too,proud,12,13,14,"{'lemma': 'proud', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'proud'}",neg,"{'lemma': 'proud', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'proud'}",advmod,nyt_eng_199805,12-13-14,immediateNeg
nyt_eng_19980515_0220_41:3-4-5,yet_clear,"But it 's not yet clear how much it will , or to what extent it will , affect foreign investment ,  -RDQ-  said the investment adviser , who asked not to be named .",not,yet,clear,it 's not yet clear how much,nyt_eng_19980515_0220_41,-LBQ-  There is an impact .,"but it 's not yet clear how much it will , or to what extent it will , affect foreign investment , '' said the investment adviser , who asked not to be named .","but it be not yet clear how much it will , or to what extent it will , affect foreign investment , '' say the investment adviser , who ask not to be name .",-LBQ-  It adds to the cost of doing business .,not,yet,clear,3,4,5,"{'lemma': 'clear', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'yet', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,nyt_eng_199805,3-4-5,immediateNeg
nyt_eng_19980515_0220_4:2-3-4,particularly_sophisticated,"It was n't particularly sophisticated , but it was efficient and cheap , and sort of fun .",n't,particularly,sophisticated,"it was n't particularly sophisticated , but",nyt_eng_19980515_0220_4,"For just a couple of dollars , businesspeople could rocket from appointment to appointment in an old VW Beetle .","it was n't particularly sophisticated , but it was efficient and cheap , and sort of fun .","it be not particularly sophisticated , but it be efficient and cheap , and sort of fun .",But this staple of travel no longer is a carefree option .,n't,particularly,sophisticated,2,3,4,"{'lemma': 'sophisticated', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sophisticated'}",neg,"{'lemma': 'sophisticated', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'particularly', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sophisticated'}",advmod,nyt_eng_199805,2-3-4,immediateNeg
nyt_eng_19980515_0215_18:9-10-11,as_powerful,"-LBQ-  Miracle at Midnight  -RDQ-  is well-intentioned , but not as powerful or disturbing or inspiring as it could be .",not,as,powerful,", but not as powerful or disturbing",nyt_eng_19980515_0215_18,"The same nasty Nazis are always after the same brave Danes , which has the effect of diminishing the reach and the impact of the story .","`` Miracle at Midnight '' is well-intentioned , but not as powerful or disturbing or inspiring as it could be .","`` miracle at Midnight '' be well-intentioned , but not as powerful or disturbing or inspiring as it could be .",,not,as,powerful,9,10,11,"{'lemma': 'powerful', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'conj', 'head': 'powerful'}",conj,"{'lemma': 'powerful', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'powerful'}",advmod,nyt_eng_199805,9-10-11,immediateNeg
nyt_eng_19980515_0207_9:14-16-17,appallingly_endless,"Its winters are fearfully cold , the summers as hot as Hades -LRB- although not as appallingly endless -RRB- , the wind incessant and the rainfall moderate .",not,appallingly,endless,"-LRB- although not as appallingly endless -RRB- ,",nyt_eng_19980515_0207_9,"Ten years later , I moved to Kansas City , Mo. , a paradise for peonies .","its winters are fearfully cold , the summers as hot as Hades -LRB- although not as appallingly endless -RRB- , the wind incessant and the rainfall moderate .","its winter be fearfully cold , the summer as hot as hades -lrb- although not as appallingly endless -rrb- , the wind incessant and the rainfall moderate .","Peonies love it here on the edge of the prairie , and their indomitable purple shoots emerge in March and grow to three feet tall by May , with buds the size of brussels sprouts .",not,appallingly,endless,14,16,17,"{'lemma': 'endless', 'ix': 17, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'hades'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'endless'}",neg,"{'lemma': 'endless', 'ix': 17, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'hades'}","{'lemma': 'appallingly', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'endless'}",advmod,nyt_eng_199805,14-16-17,immediateNeg
nyt_eng_19980515_0206_6:7-8-9,as_in-your-face,"Designs for the '90s are softer , not as in-your-face , not as high-tech and not as pretentious as the '80s ,  -RDQ-  he added .",not,as,in-your-face,"softer , not as in-your-face , not",nyt_eng_19980515_0206_6,I 'm tired of a hard-edged point of view .,"designs for the '90s are softer , not as in-your-face , not as high-tech and not as pretentious as the '80s , '' he added .","design for the '90 be softer , not as in-your-face , not as high-tech and not as pretentious as the '80 , '' he add .","Having previously worked with upscale Henredon , Wolf said he was pleased to join forces with Casa Bique and Carson 's Inc. to do medium-priced furniture .",not,as,in-your-face,7,8,9,"{'lemma': 'in-your-face', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'add'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'conj', 'head': 'in-your-face'}",conj,"{'lemma': 'in-your-face', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'add'}","{'lemma': 'as', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'in-your-face'}",advmod,nyt_eng_199805,7-8-9,immediateNeg
nyt_eng_19980515_0206_6:11-12-13,as_high-tech,"Designs for the '90s are softer , not as in-your-face , not as high-tech and not as pretentious as the '80s ,  -RDQ-  he added .",not,as,high-tech,"in-your-face , not as high-tech and not",nyt_eng_19980515_0206_6,I 'm tired of a hard-edged point of view .,"designs for the '90s are softer , not as in-your-face , not as high-tech and not as pretentious as the '80s , '' he added .","design for the '90 be softer , not as in-your-face , not as high-tech and not as pretentious as the '80 , '' he add .","Having previously worked with upscale Henredon , Wolf said he was pleased to join forces with Casa Bique and Carson 's Inc. to do medium-priced furniture .",not,as,high-tech,11,12,13,"{'lemma': 'high-tech', 'ix': 13, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'in-your-face'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'high-tech'}",neg,"{'lemma': 'high-tech', 'ix': 13, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'in-your-face'}","{'lemma': 'as', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high-tech'}",advmod,nyt_eng_199805,11-12-13,immediateNeg
nyt_eng_19980515_0199_15:2-3-4,quite_enough,"This is n't quite enough to reinvent the franchise 's familiar formula , but then Bond fans are n't interested in turning their super hero into some sort of John Le Carre figure _ you know , someone with frailties .",n't,quite,enough,this is n't quite enough to reinvent,nyt_eng_19980515_0199_15,She also keeps a bemused distance from 007 and his fatal charms .,"this is n't quite enough to reinvent the franchise 's familiar formula , but then Bond fans are n't interested in turning their super hero into some sort of John Le Carre figure _ you know , someone with frailties .","this be not quite enough to reinvent the franchise 's familiar formulum , but then bond fan be not interested in turn they super hero into some sort of John Le Carre figure _ you know , someone with frailty .","Oh yeah , there 's a plot here somewhere , but we wo n't trouble you with that .",n't,quite,enough,2,3,4,"{'lemma': 'enough', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'enough'}",neg,"{'lemma': 'enough', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'quite', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'enough'}",advmod,nyt_eng_199805,2-3-4,immediateNeg
nyt_eng_19980515_0174_11:12-13-14,as_obvious,"Besides , everyone takes breaks , he snorts , but some are n't as obvious .",n't,as,obvious,some are n't as obvious .,nyt_eng_19980515_0174_11,"As he puffed , the employee , who works in finance , said he spends his smoking breaks thinking how to solve data problems and when he gets back to work , he can usually tackle the problem better .","besides , everyone takes breaks , he snorts , but some are n't as obvious .","besides , everyone take break , he snort , but some be not as obvious .","There is also some psychological research that shows that smokers have different personalities , Gilbert said .",n't,as,obvious,12,13,14,"{'lemma': 'obvious', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'take'}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'obvious'}",neg,"{'lemma': 'obvious', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'take'}","{'lemma': 'as', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'obvious'}",advmod,nyt_eng_199805,12-13-14,immediateNeg
nyt_eng_19980515_0174_7:29-30-31,as_productive,Is it  -LBQ-  smokerism  -RDQ-  _ the social stigma of smoking that colors how people view smokers _ or is there something really different about smokers that makes them not as productive or less social ? Gilbert speculates that it 's a little bit of both .,not,as,productive,makes them not as productive or less,nyt_eng_19980515_0174_7,"What 's not so clear is the reason smokers fare worse , he said .",is it `` smokerism '' _ the social stigma of smoking that colors how people view smokers _ or is there something really different about smokers that makes them not as productive or less social ? Gilbert speculates that it 's a little bit of both .,be it `` smokerism '' _ the social stigma of smoking that color how people view smoker _ or be there something really different about smoker that make they not as productive or less social ? Gilbert speculate that it be a little bit of both .,One of the biggest hurdles smokers face is that non-smokers view them as unproductive because of the breaks they take .,not,as,productive,29,30,31,"{'lemma': 'productive', 'ix': 31, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'make'}","{'lemma': 'not', 'ix': 29, 'xpos': 'RB', 'deprel': 'neg', 'head': 'productive'}",neg,"{'lemma': 'productive', 'ix': 31, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'make'}","{'lemma': 'as', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'productive'}",advmod,nyt_eng_199805,29-30-31,immediateNeg
nyt_eng_19980515_0174_6:2-3-4,so_clear,"What 's not so clear is the reason smokers fare worse , he said .",not,so,clear,what 's not so clear is the,nyt_eng_19980515_0174_6,And the folks who get the better job evaluations tend to get the bigger raises and promotions .,"what 's not so clear is the reason smokers fare worse , he said .","what be not so clear be the reason smoker fare worse , he say .",Is it  -LBQ-  smokerism  -RDQ-  _ the social stigma of smoking that colors how people view smokers _ or is there something really different about smokers that makes them not as productive or less social ? Gilbert speculates that it 's a little bit of both .,not,so,clear,2,3,4,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'csubj', 'head': 'reason'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'csubj', 'head': 'reason'}","{'lemma': 'so', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,nyt_eng_199805,2-3-4,immediateNeg
nyt_eng_19980515_0164_27:2-3-4,too_distant,"In the not too distant future , Adkins said , he hopes to add schools in Oklahoma and Mexico .",not,too,distant,"in the not too distant future ,",nyt_eng_19980515_0164_27,"Installation of equipment will be completed this summer , thanks in large part to corporate partnerships with companies including GTE , VTel and Nortel , Adkins said .","in the not too distant future , Adkins said , he hopes to add schools in Oklahoma and Mexico .","in the not too distant future , Adkins say , he hope to add school in Oklahoma and Mexico .","While there are other school districts in Texas joining forces digitally , Adkins said , the Highland Park coalition is unusual because it links districts that have disparate student bodies in terms of wealth , ethnicity , numbers and geography .",not,too,distant,2,3,4,"{'lemma': 'distant', 'ix': 4, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'future'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'distant'}",neg,"{'lemma': 'distant', 'ix': 4, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'future'}","{'lemma': 'too', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'distant'}",advmod,nyt_eng_199805,2-3-4,immediateNeg
