hit_id|colloc|sent_text|neg_form|adv_form|adj_form|hit_text|text_window|sent_id|prev_id|prev_sent|next_id|next_sent|token_str|lemma_str|neg_lemma|adv_lemma|adj_lemma|neg_index|adv_index|adj_index|dep_neg_source|dep_neg_target|dep_neg_relation|dep_mod_source|dep_mod_target|dep_mod_relation|json_source|match_ix|utt_len|colloc_id|category
pcc_eng_29_109.4851_x1748035_01:12-13-14|So_Sweet|Today's News: Our Take - Keck's Exclusives: Revenge Isn't So Sweet|n't|So|Sweet|n't So Sweet|: Revenge Is n't So Sweet|pcc_eng_29_109.4851_x1748035_01|pcc_eng_29_109.4851_x1748035_00||pcc_eng_29_109.4851_x1748035_02|TV Guide|Today 's News : Our Take - Keck's Exclusives : Revenge Is n't So Sweet|today 's news : we take - keck' exclusive : revenge be not so Sweet|n't|So|Sweet|12|13|14|{'lemma': 'Sweet', 'ix': 14, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'news'}|{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'Sweet'}|advmod|{'lemma': 'Sweet', 'ix': 14, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'news'}|{'lemma': 'so', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'Sweet'}|advmod|pcc_eng_29-109|12-13-14|15|pcc_eng_29_109.4851_x1748035_01-14-15|contig
pcc_eng_29_109.4844_x1748023_06:6-7-8|completely_sure|As a military candidate I was not completely sure how to translate my experiences into stories the admissions committee would understand and value.|not|completely|sure|not completely sure|candidate I was not completely sure how to translate my|pcc_eng_29_109.4844_x1748023_06|pcc_eng_29_109.4844_x1748023_05|While writing my essays your feedback was instrumental.|pcc_eng_29_109.4844_x1748023_07|You helped me reduce the amount of military jargon in my stories and also helped make my stories more clear, concise, and compelling.|As a military candidate I was not completely sure how to translate my experiences into stories the admissions committee would understand and value .|as a military candidate I be not completely sure how to translate my experience into story the admission committee would understand and value .|not|completely|sure|6|7|8|{'lemma': 'sure', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|{'lemma': 'sure', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'completely', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|pcc_eng_29-109|6-7-8|24|pcc_eng_29_109.4844_x1748023_06-8-9|contig
pcc_eng_29_109.4826_x1747993_137:14-15-16|really_interested|She's freaked out and concerned about the man she loves and she isn't really interested in what Justin has to say.|n't|really|interested|n't really interested|and she is n't really interested in what Justin has|pcc_eng_29_109.4826_x1747993_137|pcc_eng_29_109.4826_x1747993_136|In the 2007 version Elaine doesn't even give Justin the time of day, in large part because her mind's on something else.|pcc_eng_29_109.4826_x1747993_138|Here, Elaine seems to forget about what's going on with her boyfriend entirely, and becomes wrapped up in hashing out her past relationship with Luke Wilson.|She 's freaked out and concerned about the man she loves and she is n't really interested in what Justin has to say .|she be freak out and concerned about the man she love and she be not really interested in what Justin have to say .|n't|really|interested|14|15|16|{'lemma': 'interested', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'freak'}|{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'interested'}|advmod|{'lemma': 'interested', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'freak'}|{'lemma': 'really', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'interested'}|advmod|pcc_eng_29-109|14-15-16|24|pcc_eng_29_109.4826_x1747993_137-16-17|contig
pcc_eng_29_109.4824_x1747989_40:17-19-20|hugely_optimistic|So you've really seen an atmosphere of both sides, of Israeli and the Palestinian public not being hugely optimistic that these talks are going to yield any sort of result.|not|hugely|optimistic|not being hugely optimistic|the Palestinian public not being hugely optimistic that these talks are|pcc_eng_29_109.4824_x1747989_40|pcc_eng_29_109.4824_x1747989_39|They said welcoming our boys home, but what's the point of the talks?|pcc_eng_29_109.4824_x1747989_41|MONTAGNE: Well, with all the pessimism then and low expectations, what do you think John Kerry is hoping for?|So you 've really seen an atmosphere of both sides , of Israeli and the Palestinian public not being hugely optimistic that these talks are going to yield any sort of result .|so you have really see a atmosphere of both side , of Israeli and the Palestinian public not be hugely optimistic that this talk be go to yield any sort of result .|not|hugely|optimistic|17|19|20|{'lemma': 'optimistic', 'ix': 20, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'see'}|{'lemma': 'not', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'optimistic'}|advmod|{'lemma': 'optimistic', 'ix': 20, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'see'}|{'lemma': 'hugely', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'optimistic'}|advmod|pcc_eng_29-109|17-19-20|33|pcc_eng_29_109.4824_x1747989_40-20-21|contig
pcc_eng_29_109.4824_x1747989_38:4-6-7|more_optimistic|The Palestinian press wasn't much more optimistic.|n't|more|optimistic|n't much more optimistic|Palestinian press was n't much more optimistic .|pcc_eng_29_109.4824_x1747989_38|pcc_eng_29_109.4824_x1747989_37|And that's of course in reference to the release of Palestinian prisoners last night.|pcc_eng_29_109.4824_x1747989_39|They said welcoming our boys home, but what's the point of the talks?|The Palestinian press was n't much more optimistic .|the Palestinian press be not much more optimistic .|n't|more|optimistic|4|6|7|{'lemma': 'optimistic', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'optimistic'}|advmod|{'lemma': 'optimistic', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'more', 'ix': 6, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'optimistic'}|advmod|pcc_eng_29-109|4-6-7|9|pcc_eng_29_109.4824_x1747989_38-7-8|contig
pcc_eng_29_109.4823_x1747987_132:10-11-12|as_tight|They also notice that the skin on their body is not as tight as it used to be.|not|as|tight|not as tight|their body is not as tight as it used to|pcc_eng_29_109.4823_x1747987_132|pcc_eng_29_109.4823_x1747987_131|They see wrinkles, sun damage, and scars on their skin.|pcc_eng_29_109.4823_x1747987_133|There are a variety of treatments that people can use to fight the negative effects that the aging process has on their body.|They also notice that the skin on their body is not as tight as it used to be .|they also notice that the skin on they body be not as tight as it use to be .|not|as|tight|10|11|12|{'lemma': 'tight', 'ix': 12, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'notice'}|{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'tight'}|advmod|{'lemma': 'tight', 'ix': 12, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'notice'}|{'lemma': 'as', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'tight'}|advmod|pcc_eng_29-109|10-11-12|19|pcc_eng_29_109.4823_x1747987_132-12-13|contig
pcc_eng_29_109.4823_x1747987_007:8-9-10|always_effective|However, they are painfully slow and aren't always effective, particularly in the case of excessive accumulation of body fat.|n't|always|effective|n't always effective|slow and are n't always effective , particularly in the|pcc_eng_29_109.4823_x1747987_007|pcc_eng_29_109.4823_x1747987_006|Diet and exercise remain the most popular methods of getting rid of body fat.|pcc_eng_29_109.4823_x1747987_008|The fact that that exercising such parts of the body is almost impossible renders exercising futile.|However , they are painfully slow and are n't always effective , particularly in the case of excessive accumulation of body fat .|however , they be painfully slow and be not always effective , particularly in the case of excessive accumulation of body fat .|n't|always|effective|8|9|10|{'lemma': 'effective', 'ix': 10, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'slow'}|{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'effective'}|advmod|{'lemma': 'effective', 'ix': 10, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'slow'}|{'lemma': 'always', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'effective'}|advmod|pcc_eng_29-109|8-9-10|23|pcc_eng_29_109.4823_x1747987_007-10-11|contig
pcc_eng_29_109.4815_x1747977_31:9-10-11|so_great|Cloudy days are great for seeing them, but not so great for pictures.|not|so|great|not so great|them , but not so great for pictures .|pcc_eng_29_109.4815_x1747977_31|pcc_eng_29_109.4815_x1747977_30|I imagine they have a pretty good sense of who they should worry about and that is certainly a good thing with so many people out to get them.|pcc_eng_29_109.4815_x1747977_32|Click on pictures to enlarge.|Cloudy days are great for seeing them , but not so great for pictures .|cloudy day be great for see they , but not so great for picture .|not|so|great|9|10|11|{'lemma': 'great', 'ix': 11, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'great'}|{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'great'}|advmod|{'lemma': 'great', 'ix': 11, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'great'}|{'lemma': 'so', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'great'}|advmod|pcc_eng_29-109|9-10-11|15|pcc_eng_29_109.4815_x1747977_31-11-12|contig
pcc_eng_29_109.4813_x1747973_03:8-10-11|very_successful|Up to this point, this season has not been very successful, but fans can't help but notice that this team has the potential to be dangerously good in the years to come.|not|very|successful|not been very successful|this season has not been very successful , but fans ca|pcc_eng_29_109.4813_x1747973_03|pcc_eng_29_109.4813_x1747973_02|During the early part of this season, the Blue Raiders have struggled to get any momentum going.|pcc_eng_29_109.4813_x1747973_04|Compared to past seasons where they've had at least a few experienced players, head coach Aston Rhoden doesn't have that luxury this year.|Up to this point , this season has not been very successful , but fans ca n't help but notice that this team has the potential to be dangerously good in the years to come .|up to this point , this season have not be very successful , but fan can not help but notice that this team have the potential to be dangerously good in the year to come .|not|very|successful|8|10|11|{'lemma': 'successful', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'successful'}|advmod|{'lemma': 'successful', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'very', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'successful'}|advmod|pcc_eng_29-109|8-10-11|36|pcc_eng_29_109.4813_x1747973_03-11-12|contig
pcc_eng_29_109.4809_x1747967_26:5-7-8|intentionally_campy|And while the film is never quite intentionally campy, it does make me smile to see so many Cold War-era tropes -- Russians!|never|intentionally|campy|never quite intentionally campy|the film is never quite intentionally campy , it does make|pcc_eng_29_109.4809_x1747967_26|pcc_eng_29_109.4809_x1747967_25|The villains' master plan, when it's all unraveled, is delightfully complicated and nonsensical; they seem to have counted on a few things happening that did happen but that there's no way they could have known would happen.|pcc_eng_29_109.4809_x1747967_27|Sabotage!|And while the film is never quite intentionally campy , it does make me smile to see so many Cold War-era tropes -- Russians !|and while the film be never quite intentionally campy , it do make I smile to see so many cold War-era trope -- Russian !|never|intentionally|campy|5|7|8|{'lemma': 'campy', 'ix': 8, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'make'}|{'lemma': 'never', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'campy'}|advmod|{'lemma': 'campy', 'ix': 8, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'make'}|{'lemma': 'intentionally', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'campy'}|advmod|pcc_eng_29-109|5-7-8|25|pcc_eng_29_109.4809_x1747967_26-8-9|contig
pcc_eng_29_109.4797_x1747948_24:8-9-10|so_successful|How could successful predictions, which actually were not so successful, lead to such certainty that evolution is true?|not|so|successful|not so successful|which actually were not so successful , lead to such|pcc_eng_29_109.4797_x1747948_24|pcc_eng_29_109.4797_x1747948_23|Furthermore Velasco continually appeared to affirm the consequent.|pcc_eng_29_109.4797_x1747948_25|Of course, as usual, the answer is that Velasco was not proving evolution but rather disproving the alternative.|How could successful predictions , which actually were not so successful , lead to such certainty that evolution is true ?|how could successful prediction , which actually be not so successful , lead to such certainty that evolution be true ?|not|so|successful|8|9|10|{'lemma': 'successful', 'ix': 10, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'prediction'}|{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'successful'}|advmod|{'lemma': 'successful', 'ix': 10, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'prediction'}|{'lemma': 'so', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'successful'}|advmod|pcc_eng_29-109|8-9-10|21|pcc_eng_29_109.4797_x1747948_24-10-11|contig
pcc_eng_29_109.4783_x1747925_72:18-20-21|as_important|For Hill, the lack of success thus far in terms of brass in the trophy room isn't nearly as important as the simple fact that the University of Utah is now in an elite club that he and other university administrators have no doubt will rub off on the U.|n't|as|important|n't nearly as important|trophy room is n't nearly as important as the simple fact|pcc_eng_29_109.4783_x1747925_72|pcc_eng_29_109.4783_x1747925_71|4's marquee victory over UCLA, then ranked No. 8.|pcc_eng_29_109.4783_x1747925_73|"""The difference now is we have the opportunity to compete at the highest level--we jumped the Grand Canyon,"" Hill says."|For Hill , the lack of success thus far in terms of brass in the trophy room is n't nearly as important as the simple fact that the University of Utah is now in an elite club that he and other university administrators have no doubt will rub off on the U .|for Hill , the lack of success thus far in term of brass in the trophy room be not nearly as important as the simple fact that the University of Utah be now in a elite club that he and other university administrator have no doubt will rub off on the U .|n't|as|important|18|20|21|{'lemma': 'important', 'ix': 21, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'important'}|advmod|{'lemma': 'important', 'ix': 21, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'as', 'ix': 20, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'important'}|advmod|pcc_eng_29-109|18-20-21|53|pcc_eng_29_109.4783_x1747925_72-21-22|contig
pcc_eng_29_109.4782_x1747924_204:9-10-11|that_big|And, maybe worst of all, This isn't that big of a deal.|n't|that|big|n't that big|, This is n't that big of a deal .|pcc_eng_29_109.4782_x1747924_204|pcc_eng_29_109.4782_x1747924_203|She should be moving on by now.|pcc_eng_29_109.4782_x1747924_205|And then you get your own pain, and you grieve for how unsympathetic you were.|And , maybe worst of all , This is n't that big of a deal .|and , maybe bad of all , this be not that big of a deal .|n't|that|big|9|10|11|{'lemma': 'big', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'big'}|advmod|{'lemma': 'big', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'that', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'big'}|advmod|pcc_eng_29-109|9-10-11|16|pcc_eng_29_109.4782_x1747924_204-11-12|contig
pcc_eng_29_109.4776_x1747914_25:5-6-7|very_interested|While interesting, I wasn't very interested.|n't|very|interested|n't very interested|, I was n't very interested .|pcc_eng_29_109.4776_x1747914_25|pcc_eng_29_109.4776_x1747914_24|Switching to business because of my early entrepreneurial success, I thought I would enjoy learning the skills of accounting, marketing, strategy and operations.|pcc_eng_29_109.4776_x1747914_26|In other words, I felt my online DVD rental experience was much more connected to the reality of how enterprises start, operate and grow.|While interesting , I was n't very interested .|while interesting , I be not very interested .|n't|very|interested|5|6|7|{'lemma': 'interested', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'interested'}|advmod|{'lemma': 'interested', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'very', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'interested'}|advmod|pcc_eng_29-109|5-6-7|9|pcc_eng_29_109.4776_x1747914_25-7-8|contig
pcc_eng_29_109.4768_x1747903_15:29-30-31|that_important|Yes, and my hospital/ clinic strives to address it Yes, but I don't have time/ resources to address it No, but it isn't that important anyway Other|n't|that|important|not as complex|US that while not as complex as their DX brothers|pcc_eng_29_109.4768_x1747903_15|pcc_eng_29_109.4768_x1747903_14|Do you think Mental Health is a priority in rural areas *|pcc_eng_29_109.4768_x1747903_16||Yes , and my hospital / clinic strives to address it Yes , but I do n't have time / resources to address it No , but it is n't that important anyway Other|yes , and my hospital / clinic strive to address it yes , but I do not have time / resource to address it no , but it be not that important anyway other|n't|that|important|29|30|31|{'lemma': 'important', 'ix': 31, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}|{'lemma': 'not', 'ix': 29, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'important'}|advmod|{'lemma': 'important', 'ix': 31, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}|{'lemma': 'that', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'important'}|advmod|pcc_eng_29-109|29-30-31|34|pcc_eng_29_109.4768_x1747903_15-31-32|contig
pcc_eng_29_109.4759_x1747893_14:17-18-19|as_complex|However there were also some smaller more affordable Samurizing sets released here in the US that while not as complex as their DX brothers, definitely get the job done.|not|as|complex|not that the ACCC deal is so good|, it 's not that the ACCC deal is so good .|pcc_eng_29_109.4759_x1747893_14|pcc_eng_29_109.4759_x1747893_13|Adapted from the Tsuburaya series Denkou Chojin Gridman this show had the honor of having some of the best DX transforming sets around.|pcc_eng_29_109.4759_x1747893_15|At the lower price point and looking as good as they do these sets are great alternatives even now to the more expensive DX's.|However there were also some smaller more affordable Samurizing sets released here in the US that while not as complex as their DX brothers , definitely get the job done .|however there be also some small more affordable Samurizing set release here in the US that while not as complex as they DX brother , definitely get the job do .|not|as|complex|17|18|19|{'lemma': 'complex', 'ix': 19, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'get'}|{'lemma': 'not', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'complex'}|advmod|{'lemma': 'complex', 'ix': 19, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'get'}|{'lemma': 'as', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'complex'}|advmod|pcc_eng_29-109|17-18-19|31|pcc_eng_29_109.4759_x1747893_14-19-20|contig
pcc_eng_29_109.4749_x1747877_15:4-10-11|so_good|However, it's not that the ACCC deal is so good.|not|so|good|Neither are very long|Neither are very long and it 's more|pcc_eng_29_109.4749_x1747877_15|pcc_eng_29_109.4749_x1747877_14|Is the discrepancy in copying quantity between universities and colleges really so great?|pcc_eng_29_109.4749_x1747877_16|It isn't - given the CCH decision from 2004 and the imminently expected legislation, not to mention the forthcoming Supreme Court decisions which are likely to make things better and not worse for the educators than the status quo.|However , it 's not that the ACCC deal is so good .|however , it be not that the ACCC deal be so good .|not|so|good|4|10|11|{'lemma': 'good', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}|advmod|{'lemma': 'good', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'so', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}|advmod|pcc_eng_29-109|4-10-11|13|pcc_eng_29_109.4749_x1747877_15-11-12|contig
pcc_eng_29_109.4741_x1747867_078:0-2-3|very_long|Neither are very long and it's more of a tick list item than one we repeat very often.|Neither|very|long|not particularly steep|The hike is not particularly steep , so it 's|pcc_eng_29_109.4741_x1747867_078|pcc_eng_29_109.4741_x1747867_077|The Cirque and Couloir (the Whistler Couloir, not Blackcomb's Couloir Extreme) are located side by side and have the same feature in common--a sometimes very nasty entrance that gives way to often excellent snow.|pcc_eng_29_109.4741_x1747867_079|Chair: Peak Chair.|Neither are very long and it 's more of a tick list item than one we repeat very often .|neither be very long and it be more of a tick list item than one we repeat very often .|Neither|very|long|0|2|3|{'lemma': 'long', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'neither', 'ix': 0, 'xpos': 'DT', 'deprel': 'nsubj', 'head': 'long'}|nsubj|{'lemma': 'long', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'very', 'ix': 2, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'long'}|advmod|pcc_eng_29-109|0-2-3|20|pcc_eng_29_109.4741_x1747867_078-3-4|contig
pcc_eng_29_109.4741_x1747867_067:3-4-5|particularly_steep|The hike is not particularly steep, so it's more like a long slog.|not|particularly|steep|not yet worthy|this earth is not yet worthy , but which I|pcc_eng_29_109.4741_x1747867_067|pcc_eng_29_109.4741_x1747867_066|Before the Symphony Chair was installed this was an epic hike, now reduced to simply a long, 30-45 minute hike.|pcc_eng_29_109.4741_x1747867_068|There are a couple of steep lines that are fairly short and then it's a nice, easy cruise through Glissando Glades back to the Symphony Chair.|The hike is not particularly steep , so it 's more like a long slog .|the hike be not particularly steep , so it be more like a long slog .|not|particularly|steep|3|4|5|{'lemma': 'steep', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'steep'}|advmod|{'lemma': 'steep', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'particularly', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'steep'}|advmod|pcc_eng_29-109|3-4-5|16|pcc_eng_29_109.4741_x1747867_067-5-6|contig
pcc_eng_29_109.4717_x1747836_041:30-31-32|yet_worthy|"Reading the Life of William Ellery Channing, she found it ""interesting in the highest degreean echo of all those high and noble thoughts of which this earth is not yet worthy, but which I firmly believe will one day reign on it supreme."""|not|yet|worthy|not so deliberate|, passionate and not so deliberate .|pcc_eng_29_109.4717_x1747836_041|pcc_eng_29_109.4717_x1747836_040|Raised a Scottish Presbyterian, she became a Unitarian in 1884.|pcc_eng_29_109.4717_x1747836_042|She also read many of James Martineau's works.|"Reading the Life of William Ellery Channing , she found it "" interesting in the highest degreean echo of all those high and noble thoughts of which this earth is not yet worthy , but which I firmly believe will one day reign on it supreme . """|"Read the life of William Ellery Channing , she find it "" interesting in the high degreean echo of all that high and noble thought of which this earth be not yet worthy , but which I firmly believe will one day reign on it supreme . """|not|yet|worthy|30|31|32|{'lemma': 'worthy', 'ix': 32, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'thought'}|{'lemma': 'not', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worthy'}|advmod|{'lemma': 'worthy', 'ix': 32, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'thought'}|{'lemma': 'yet', 'ix': 31, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worthy'}|advmod|pcc_eng_29-109|30-31-32|48|pcc_eng_29_109.4717_x1747836_041-32-33|contig
pcc_eng_29_109.4691_x1747801_22:6-7-8|so_deliberate|Determined, impatient, passionate and not so deliberate.|not|so|deliberate|n't have been nearly as great|realize it would n't have been nearly as great with anyone else .|pcc_eng_29_109.4691_x1747801_22|pcc_eng_29_109.4691_x1747801_21|I am the bull in a china shop.|pcc_eng_29_109.4691_x1747801_23|I need to, can't stop myself from making my own mistakes in spite of all the warning signs.|Determined , impatient , passionate and not so deliberate .|determined , impatient , passionate and not so deliberate .|not|so|deliberate|6|7|8|{'lemma': 'deliberate', 'ix': 8, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'determined'}|{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'deliberate'}|advmod|{'lemma': 'deliberate', 'ix': 8, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'determined'}|{'lemma': 'so', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'deliberate'}|advmod|pcc_eng_29-109|6-7-8|10|pcc_eng_29_109.4691_x1747801_22-8-9|contig
pcc_eng_29_109.4688_x1747797_138:12-16-17|as_great|I look over at Red reading, and I realize it wouldn't have been nearly as great with anyone else.|n't|as|great|not so vague|vague , some not so vague .|pcc_eng_29_109.4688_x1747797_138|pcc_eng_29_109.4688_x1747797_137|And then, 700 miles behind us, we're at the airport, our trip's over, and the plane's rising up and away from Palm Springs.|pcc_eng_29_109.4688_x1747797_139|"""What?"" she asks with a smile, noticing my attention."|I look over at Red reading , and I realize it would n't have been nearly as great with anyone else .|I look over at Red reading , and I realize it would not have be nearly as great with anyone else .|n't|as|great|12|16|17|{'lemma': 'great', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'realize'}|{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'great'}|advmod|{'lemma': 'great', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'realize'}|{'lemma': 'as', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'great'}|advmod|pcc_eng_29-109|12-16-17|22|pcc_eng_29_109.4688_x1747797_138-17-18|contig
pcc_eng_29_109.4630_x1747705_7:14-15-16|so_vague|Until its ready I'll be posting some teasers... some vague, some not so vague.|not|so|vague|not only okay|of voyeurism is not only okay , but actually bloody|pcc_eng_29_109.4630_x1747705_7|pcc_eng_29_109.4630_x1747705_6|It's all new, with some old favorites as well as some stuff you might be surprised by.|pcc_eng_29_109.4630_x1747705_8|I hope enjoy!|Until its ready I 'll be posting some teasers ... some vague , some not so vague .|until its ready I will be post some teaser ... some vague , some not so vague .|not|so|vague|14|15|16|{'lemma': 'vague', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'vague'}|{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'vague'}|advmod|{'lemma': 'vague', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'vague'}|{'lemma': 'so', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'vague'}|advmod|pcc_eng_29-109|14-15-16|18|pcc_eng_29_109.4630_x1747705_7-16-17|contig
pcc_eng_29_109.4623_x1747696_62:16-17-18|only_okay|Anyway, this whole blog story got me wondering whether a certain type of voyeurism is not only okay, but actually bloody wonderful?|not|only|okay|not necessarily common|collective , though not necessarily common , interests coincide .|pcc_eng_29_109.4623_x1747696_62|pcc_eng_29_109.4623_x1747696_61|So I see them as a way to keep my ever-racing mind entertained.|pcc_eng_29_109.4623_x1747696_63||Anyway , this whole blog story got me wondering whether a certain type of voyeurism is not only okay , but actually bloody wonderful ?|anyway , this whole blog story get I wonder whether a certain type of voyeurism be not only okay , but actually bloody wonderful ?|not|only|okay|16|17|18|{'lemma': 'okay', 'ix': 18, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'wonder'}|{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'okay'}|advmod|{'lemma': 'okay', 'ix': 18, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'wonder'}|{'lemma': 'only', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'okay'}|advmod|pcc_eng_29-109|16-17-18|25|pcc_eng_29_109.4623_x1747696_62-18-19|contig
