hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19960226_0583_39:5,as_bold,as,bold,"Few returning Muslims were as bold or as foolhardy as Spanic on Monday , but dozens stood in front of the homes from which they had been chased four years ago .",nyt_eng_19960226_0583_39,5
nyt_eng_19960229_0005_20:48,either_recognizable,either,recognizable,"But with the exception of Judy Tenuta , who , armed with a concertina and  -LBQ-  dressed  -RDQ-  in a wig and body suit like Lady Godiva , showed up on a fake horse courtesy of People for the Ethical Treatment of Animals , few stars were either recognizable or made much of a splash .",nyt_eng_19960229_0005_20,48
nyt_eng_19960301_0023_13:15,methodologically_suspect,methodologically,suspect,This is because the relatively few studies that have found such a risk are methodologically suspect .,nyt_eng_19960301_0023_13,15
nyt_eng_19960303_0286_38:5,as_well-stocked,as,well-stocked,Few minor-leaguers will be as well-stocked with equipment .,nyt_eng_19960303_0286_38,5
nyt_eng_19960309_0110_1:14,as_sensitive,as,sensitive,"In the political history of New York City , few relationships have been as sensitive and problematic as that between black and Hispanic politicians .",nyt_eng_19960309_0110_1,14
nyt_eng_19960311_0407_27:6,as_good,as,good,"Still , few people are as good at what they do as Olson is .",nyt_eng_19960311_0407_27,6
nyt_eng_19960317_0329_34:17,quite_pretty,quite,pretty,Leger should try his hand at more day wear ; the few pieces he showed were quite pretty .,nyt_eng_19960317_0329_34,17
nyt_eng_19960318_0599_17:20,genuinely_interested,genuinely,interested,"The Giants apparently feel that they can simply wait out Brown , that few teams at this point are genuinely interested in him .",nyt_eng_19960318_0599_17,20
nyt_eng_19960321_0499_15:4,as_lucrative,as,lucrative,Few sources are as lucrative as luxury suites .,nyt_eng_19960321_0499_15,4
nyt_eng_19960324_0070_4:8,as_un-hollywood,as,un-hollywood,"By contrast , few films could be as un-Hollywood as  -LBQ-  Once Upon a Time ...",nyt_eng_19960324_0070_4,8
nyt_eng_19960325_0615_16:8,so_subtle,so,subtle,The disease 's few warning signs are so subtle that they are easily and often ignored .,nyt_eng_19960325_0615_16,8
nyt_eng_19960327_0116_10:12,particularly_difficult,particularly,difficult,Jansen said the last few months of last year were  -LBQ-  particularly difficult  -RDQ-  in the U.K. and continental Europe .,nyt_eng_19960327_0116_10,12
nyt_eng_19960328_0450_75:29,as_easy,as,easy,"Well , as  -LBQ-  the Indiana Jones of finance  -RDQ-  -LRB- Time magazine 's phrase -RRB- , I 'm here to tell you that few international investments are as easy to make as buying Swiss francs .",nyt_eng_19960328_0450_75,29
nyt_eng_19960403_0535_26:6,strictly_observant,strictly,observant,"Although few Russian Jews are strictly observant , that does not shorten the lines at Passover .",nyt_eng_19960403_0535_26,6
nyt_eng_19960404_0006_11:19,as_supportive,as,supportive,"On a more sober note , Lowry added that  -LBQ-  few , if any federal servants have been as supportive of the people of Washington state as Ron Brown .  -RDQ-",nyt_eng_19960404_0006_11,19
nyt_eng_19960408_0641_10:25,pretty_hard,pretty,hard,"As much as designers are only human , subject to the same mood swings that society reflects , the last few years have been pretty hard to take .",nyt_eng_19960408_0641_10,25
nyt_eng_19960412_0731_13:16,visibly_emotional,visibly,emotional,"In the hard-bitten world of Washington , few other members of the Cabinet were so visibly emotional as Kantor in the days after the plane crash that killed Brown , or so articulate in describing Brown 's skills .",nyt_eng_19960412_0731_13,16
nyt_eng_19960414_0248_2:4,as_tormented,as,tormented,Few countries are as tormented as Liberia .,nyt_eng_19960414_0248_2,4
nyt_eng_19960414_0303_2:4,as_tormented,as,tormented,Few countries are as tormented as Liberia .,nyt_eng_19960414_0303_2,4
nyt_eng_19960415_0308_2:4,as_tormented,as,tormented,Few countries are as tormented as Liberia .,nyt_eng_19960415_0308_2,4
nyt_eng_19960416_0156_55:16,so_dangerous,so,dangerous,"Women are often tested by male co-workers on construction sites , although few tests are so dangerous or malicious .",nyt_eng_19960416_0156_55,16
nyt_eng_19960416_0650_15:10,necessarily_indicative,necessarily,indicative,Most analysts say the past few quarters are n't necessarily indicative of how the company 's going to do in coming years .,nyt_eng_19960416_0650_15,10
nyt_eng_19960417_0853_17:12,that_strong,that,strong,I do n't see that the next few months will be that strong .  -RDQ-,nyt_eng_19960417_0853_17,12
nyt_eng_19960420_0242_51:11,so_severe,so,severe,"And a few times a year , the problem is so severe that Root must wake up his boss or a veterinarian with a phone call .",nyt_eng_19960420_0242_51,11
nyt_eng_19960421_0264_9:7,as_brutal,as,brutal,"But few outings have ever been as brutal for Franco as Sunday 's , when he could n't protect a 3-2 lead the Mets had generated with a pair of runs in the bottom of the eighth inning .",nyt_eng_19960421_0264_9,7
nyt_eng_19960428_0271_30:26,as_scanty,as,scanty,"Too many of the references are from little-used commercial services like Delphi and GEnie , and a few sections , like online banking , are as scanty as that model 's briefs .",nyt_eng_19960428_0271_30,26
nyt_eng_19960502_0623_4:50,somewhat_underwhelming,somewhat,underwhelming,"-LBQ-  The Flower of My Secret  -RDQ-  is at heart a traditional  -LBQ-  women 's picture ,  -RDQ-  but thanks to Almodovar 's unique style , it comes off as a minor miracle , both for its heroine and for its writer-director , whose last few films have been somewhat underwhelming .",nyt_eng_19960502_0623_4,50
nyt_eng_19960504_0296_31:4,as_pained,as,pained,"Few people are as pained and angered by the bureaucratic incompetence as a 46-year-old real-estate entrepreneur , a hemophiliac who became infected with the AIDS virus through tainted blood .",nyt_eng_19960504_0296_31,4
nyt_eng_19960508_0582_10:22,as_effective,as,effective,You 've also left the store knowing this  -COL-  That a few hard amps of Echo and the Bunnymen is just as effective as a soft twinkling of Mozart in nudging shoppers to spend .,nyt_eng_19960508_0582_10,22
nyt_eng_19960508_0585_40:24,as_well-received,as,well-received,"Even so , some traders and analysts said there 's a risk that the Treasury 's next few debt sales wo n't be as well-received as its last few auctions .",nyt_eng_19960508_0585_40,24
nyt_eng_19960513_0064_4:18,as_craven,as,craven,"The history of American politics is not exactly unblemished by pandering , but few examples are quite as craven as this one .",nyt_eng_19960513_0064_4,18
nyt_eng_19960513_0357_19:4,as_adept,as,adept,"Few singers are as adept as Oldham at freezing time into a single , poignant moment .",nyt_eng_19960513_0357_19,4
nyt_eng_19960519_0321_10:5,also_likely,also,likely,A few showers are also likely in the Dakotas as a jet stream disturbances crosses the region .,nyt_eng_19960519_0321_10,5
nyt_eng_19960529_0443_17:6,almost_grudging,almost,grudging,The few wall texts are almost grudging in their brevity .,nyt_eng_19960529_0443_17,6
nyt_eng_19960529_0775_31:11,very_active,very,active,"-LBQ-  In Washington , the next few months will be very active , as we have just received jurisdiction over the travel office matter ,  -RDQ-  Starr spokeswoman Debbie Gershman said Wednesday .",nyt_eng_19960529_0775_31,11
nyt_eng_19960605_0361_12:4,too_small,too,small,"Few details are too small for inclusion , few topics too personal .",nyt_eng_19960605_0361_12,4
nyt_eng_19960622_0120_1:7,as_soothing,as,soothing,"In winter , few sounds are as soothing as a wood fire crackling in the hearth .",nyt_eng_19960622_0120_1,7
nyt_eng_19960622_0120_2:8,as_satisfying,as,satisfying,"And in summer , few sounds are as satisfying as a mosquito crackling in the zapper .",nyt_eng_19960622_0120_2,8
nyt_eng_19960625_0301_11:6,so_sure,so,sure,A few investors were n't so sure .,nyt_eng_19960625_0301_11,6
nyt_eng_19960626_0590_15:12,as_transporting,as,transporting,"Recordings of the Requiem are plentiful , but few readings are as transporting as this one , or as beautifully recorded .",nyt_eng_19960626_0590_15,12
nyt_eng_19960703_0296_10:7,as_ingrained,as,ingrained,"However , few American symbols are as ingrained into the American psyche as the Pledge of Allegiance .",nyt_eng_19960703_0296_10,7
nyt_eng_19960706_0212_26:5,as_impactful,as,impactful,-LBQ-  Few things are as impactful as putting our name on the arena .  -RDQ-,nyt_eng_19960706_0212_26,5
nyt_eng_19960710_0484_8:10,achingly_slow,achingly,slow,"A few caveats  -COL-  Service in the lounge is achingly slow , and you 'll want to avoid most of the movie-themed cocktails .",nyt_eng_19960710_0484_8,10
nyt_eng_19960712_0203_1:4,as_intimidating,as,intimidating,Few procedures are as intimidating to computer novices as opening up their first machine to add or remove a hardware component .,nyt_eng_19960712_0203_1,4
nyt_eng_19960715_0264_16:16,remarkably_comfortable,remarkably,comfortable,"The seating remains basic , particularly in the rear , but few fold-down seats are remarkably comfortable .",nyt_eng_19960715_0264_16,16
nyt_eng_19960715_0747_31:10,too_familiar,too,familiar,"The few day clothes that were there were far too familiar , perhaps more a commentary on Galliano 's own nocturnal life style than that of his clients .",nyt_eng_19960715_0747_31,10
nyt_eng_19960717_0167_1:4,as_intimidating,as,intimidating,Few procedures are as intimidating to computer novices as opening up their first machine to add or remove a hardware component .,nyt_eng_19960717_0167_1,4
nyt_eng_19960718_0707_21:36,so_afraid,so,afraid,"Dr. Jeannie Rosoff , the president of the Alan Guttmacher Institute , a nonprofit group that supports abortion rights , said that in small towns , the few doctors who will do surgical abortions are so afraid of blockades and violence that they do not advertise and women have to find them  -LBQ-  by word of mouth .  -RDQ-",nyt_eng_19960718_0707_21,36
nyt_eng_19960721_0163_51:7,pretty_awful,pretty,awful,"The last few months have been pretty awful , but given the book 's success , it would be fatuous to complain .",nyt_eng_19960721_0163_51,7
nyt_eng_19960722_0497_1:6,as_satisfying,as,satisfying,Few things in life are as satisfying as puncturing the inflated ego of a grammatical know-it-all .,nyt_eng_19960722_0497_1,6
nyt_eng_19960724_0473_1:4,as_useful,as,useful,Few furnishings are as useful as the classic metal folding chair .,nyt_eng_19960724_0473_1,4
nyt_eng_19960724_0557_35:18,as_attractive,as,attractive,"But warm hearts are with the empowerment crowd , and always have been  -COL-  few stories are as attractive as the myth of self-redemption .",nyt_eng_19960724_0557_35,18
nyt_eng_19960729_0254_17:13,as_certain,as,certain,"But in a world filled with ambiguities , few things have been as certain as Dole and taxes .",nyt_eng_19960729_0254_17,13
nyt_eng_19960730_0620_27:5,even_aware,even,aware,"While few citizens were even aware of the new controls put on industry by Title V of that law , everybody in the room knew that billions of dollars were potentially at stake in how the regulations to carry out the law were written and that industry lobbyists were working hard on Capitol Hill to have that part of the law rewritten .",nyt_eng_19960730_0620_27,5
nyt_eng_19960731_0747_14:5,so_bold,so,bold,Few other Democrats were so bold as to accuse Clinton publicly of playing politics with the issue .,nyt_eng_19960731_0747_14,5
nyt_eng_19960802_0456_7:6,also_possible,also,possible,"A few strong storms are also possible ahead of the cool front across Wyoming , South Dakota and Nebraska as hot , humid air surging northward from the southern Plains is vigorously lifted by the front .",nyt_eng_19960802_0456_7,6
nyt_eng_19960803_0025_18:14,very_tough,very,tough,I 'm very proud of it because the last few weeks have been very tough for me .  -RDQ-,nyt_eng_19960803_0025_18,14
nyt_eng_19960803_0026_14:16,very_tough,very,tough,"-LBQ-  I 'm very proud of it , because the last few weeks have been very tough for me .",nyt_eng_19960803_0026_14,16
nyt_eng_19960826_0714_7:6,busily_flitting,busily,flitting,"But few sometime-candidates are more busily flitting about than Geraldine Ferraro , the party 's 1984 vice-presidential nominee .",nyt_eng_19960826_0714_7,6
nyt_eng_19960828_0640_10:9,as_magnanimous,as,magnanimous,Few people in this southern farming region are as magnanimous as Kim .,nyt_eng_19960828_0640_10,9
nyt_eng_19960829_0701_32:4,even_aware,even,aware,Few tourists were even aware Thursday morning that the attack had taken place .,nyt_eng_19960829_0701_32,4
nyt_eng_19960830_0034_45:10,oddly_muted,oddly,muted,Those few politicians who avoid tobacco 's influence are oddly muted about it .,nyt_eng_19960830_0034_45,10
nyt_eng_19960905_0193_4:11,as_false,as,false,Few stories that have been reported on so extensively are as false as the saga of the miserable working woman .,nyt_eng_19960905_0193_4,11
nyt_eng_19960905_0193_5:5,as_well-documented,as,well-documented,And few facts are as well-documented as the good physical and emotional health of women on the job .,nyt_eng_19960905_0193_5,5
nyt_eng_19960907_0256_25:14,absolutely_critical,absolutely,critical,"-LBQ-  The first few hours and days -LRB- after a murder -RRB- are absolutely critical ,  -RDQ-  Campbell said .",nyt_eng_19960907_0256_25,14
nyt_eng_19960908_0181_13:4,as_maniacal,as,maniacal,Few men are as maniacal as Ron Fortner is about staying young .,nyt_eng_19960908_0181_13,4
nyt_eng_19960909_0551_40:11,sufficiently_remarkable,sufficiently,remarkable,"His first few papers exploring mathematical approaches to biology were sufficiently remarkable that he won a MacArthur Fellowship , the so-called  -LBQ-  genius  -RDQ-  award .",nyt_eng_19960909_0551_40,11
nyt_eng_19960910_0359_6:6,as_wild,as,wild,Few places in Europe are as wild and spectacular as the Pyrenees,nyt_eng_19960910_0359_6,6
nyt_eng_19960918_0820_2:10,as_militant,as,militant,"For generations , few public sector unions have been as militant , as unwilling to make concessions , as the Transport Workers Union .",nyt_eng_19960918_0820_2,10
nyt_eng_19960923_0668_2:4,as_thorny,as,thorny,"Few issues are as thorny , and this year in particular the question of a pay raise is twisting the lawmakers into political contortions .",nyt_eng_19960923_0668_2,4
nyt_eng_19960927_0440_40:6,as_peaceful,as,peaceful,Few places in Arizona are as peaceful .,nyt_eng_19960927_0440_40,6
nyt_eng_19960928_0189_35:14,so_lucky,so,lucky,"The next few times he clashed with Kemp , Dole would not be so lucky .",nyt_eng_19960928_0189_35,14
nyt_eng_19961006_0275_7:23,probably_shocked,probably,shocked,"-LBQ-  They say the gods themselves are moved by gifts ,  -RDQ-  Euripides wrote 2,400 years ago , and few people were probably shocked then , either .",nyt_eng_19961006_0275_7,23
nyt_eng_19961008_0664_5:4,as_crucial,as,crucial,"Few countries are as crucial to American international interests as Turkey , which borders on Syria , Iraq and Iran .",nyt_eng_19961008_0664_5,4
nyt_eng_19961009_0531_21:4,as_mindful,as,mindful,"Few modernists were as mindful of the future as Gerrit Rietveld , a leader of the Stijl movement who was best known for his 1918 wooden chair of flat planes and primary colors  -COL-  He made paint samples on wood chips and left them wrapped for safekeeping in blackout paper stashed away in his desk drawer .",nyt_eng_19961009_0531_21,4
nyt_eng_19961010_0400_32:5,deliberately_coy,deliberately,coy,A few lawmakers were deliberately coy when asked about their plans .,nyt_eng_19961010_0400_32,5
nyt_eng_19961010_0683_1:27,entirely_auspicious,entirely,auspicious,"Certainly the few times his campaign has tried to stage-manage an event that would bring a casual side into view , the results have not been entirely auspicious .",nyt_eng_19961010_0683_1,27
nyt_eng_19961011_0263_1:27,entirely_auspicious,entirely,auspicious,"Certainly the few times his campaign has tried to stage-manage an event that would bring a casual side into view , the results have not been entirely auspicious .",nyt_eng_19961011_0263_1,27
nyt_eng_19961011_0450_1:6,really_auteurs,really,auteurs,Few great film makers are really auteurs .,nyt_eng_19961011_0450_1,6
nyt_eng_19961013_0225_17:4,as_optimistic,as,optimistic,Few Democrats are as optimistic as Mauro .,nyt_eng_19961013_0225_17,4
nyt_eng_19961014_0011_45:6,as_bad,as,bad,But few franchises have been as bad at it as Seattle was during the Flores years .,nyt_eng_19961014_0011_45,6
nyt_eng_19961017_0401_9:4,so_frightening,so,frightening,Few images are so frightening ; few are so completely wrong .,nyt_eng_19961017_0401_9,4
nyt_eng_19961017_0432_5:4,so_frightening,so,frightening,"Few images are so frightening and few are so completely wrong , writes Diana Butler in this 800-word article .",nyt_eng_19961017_0432_5,4
nyt_eng_19961017_0470_21:30,dismally_vague,dismally,vague,"The few big campaign promises _ a pledge by the opposition Shinshinto -LRB- New Reform Party -RRB- , for instance , to cut taxes by 50 percent _ are dismally vague , and the political vacuum which this leaves is being eagerly filled by advertising .",nyt_eng_19961017_0470_21,30
nyt_eng_19961018_0026_5:5,solidly_republican,solidly,republican,Few states are as solidly Republican as Kansas .,nyt_eng_19961018_0026_5,5
nyt_eng_19961018_0733_4:5,immediately_available,immediately,available,Few other details were immediately available .,nyt_eng_19961018_0733_4,5
nyt_eng_19961020_0305_43:4,even_aware,even,aware,Few people were even aware of them .,nyt_eng_19961020_0305_43,4
nyt_eng_19961020_0370_25:5,as_rapacious,as,rapacious,"Few colonial powers were as rapacious and violent , and left as poisonous a legacy as King Leopold II 's Belgian Congo , now known as Zaire .",nyt_eng_19961020_0370_25,5
nyt_eng_19961021_0684_21:19,as_quirky,as,quirky,"While that message has become a staple of Democratic campaigns around the country , few races have been as quirky as the contest here in North Carolina .",nyt_eng_19961021_0684_21,19
nyt_eng_19961029_0694_1:18,as_unexpected,as,unexpected,"In the closing days of the presidential race , few debates have been as loud _ and as unexpected _ as the furor over campaign contributions from foreign business interests .",nyt_eng_19961029_0694_1,18
nyt_eng_19961030_0166_15:5,as_serious,as,serious,Few surgical ordeals are as serious as a liver transplant .,nyt_eng_19961030_0166_15,5
nyt_eng_19961031_0322_3:17,particularly_appealing,particularly,appealing,"Even the few relatively decent men and women in this story of a kidnapping are n't particularly appealing , so the suspicion lingers that the film has more zest for sensation than for subtlety of character and a balanced depiction of life .",nyt_eng_19961031_0322_3,17
nyt_eng_19961101_0210_15:5,so_clear-cut,so,clear-cut,But few candidates are so clear-cut on where they stand .,nyt_eng_19961101_0210_15,5
nyt_eng_19961102_0112_18:4,as_unforgiving,as,unforgiving,"Few competitions are as unforgiving as the World Championship Duck-Calling Contest , which celebrates its 61st year in Stuttgart , Ark. , later this month .",nyt_eng_19961102_0112_18,4
nyt_eng_19961108_0382_3:5,so_close,so,close,A few contests are so close that the outcome will be determined by counting last-minute absentee ballots .,nyt_eng_19961108_0382_3,5
nyt_eng_19961108_0488_13:6,as_devoted,as,devoted,"Clearly , few fans are as devoted as Longstreth , showing the school colors year in and year out , week in and week out , and demonstrating the powerful role of college football as a ritual in American life .",nyt_eng_19961108_0488_13,6
nyt_eng_19961121_0076_5:11,too_advantageous,too,advantageous,"-LBQ-  The last few years have been , perhaps , too advantageous for all of us ,  -RDQ-  says Corrado Giacomini , chief executive of Giacomini SpA , a water valve maker whose sales have doubled to 260 billion lire -LRB- $ 173 million -RRB- .",nyt_eng_19961121_0076_5,11
nyt_eng_19961121_0264_31:17,so_lucky,so,lucky,A few things detract _ only a graduate of the British school of journalism would be so lucky as to enter an abandoned homestead and find a copy of  -LBQ-  Campbell 's Soil Culture Manual  -RDQ-  on the top of a pile of rubbish .,nyt_eng_19961121_0264_31,17
nyt_eng_19961127_0330_10:9,as_heady,as,heady,"For sheer olfactory experience , few places are as heady as New York .",nyt_eng_19961127_0330_10,9
nyt_eng_19961127_0502_3:9,as_heady,as,heady,"For sheer olfactory experience , few places are as heady as New York .",nyt_eng_19961127_0502_3,9
nyt_eng_19961129_0045_29:13,as_appealing,as,appealing,"These companies are in a bind , since few Asian markets are as appealing to them as China .",nyt_eng_19961129_0045_29,13
nyt_eng_19961202_0148_3:9,as_heady,as,heady,"For sheer olfactory experience , few places are as heady as New York .",nyt_eng_19961202_0148_3,9
nyt_eng_19961203_0284_1:4,as_romantic,as,romantic,"Few destinations are as romantic , as exhilarating , as a seaside resort .",nyt_eng_19961203_0284_1,4
nyt_eng_19961205_0348_8:4,as_affecting,as,affecting,"Few things are as affecting as a trembling , sophisticated song in Portuguese , and some of the top export singers and musicians are here , including Toninho Horta and Dori Caymmi .",nyt_eng_19961205_0348_8,4
nyt_eng_19961206_0090_9:7,pretty_scary,pretty,scary,The next few days could be pretty scary .  -RDQ-,nyt_eng_19961206_0090_9,7
nyt_eng_19961214_0217_1:4,as_picturesque,as,picturesque,Few things are as picturesque as a thick blanket of freshly fallen snow glistening in the sun .,nyt_eng_19961214_0217_1,4
nyt_eng_19961215_0084_1:4,as_picturesque,as,picturesque,Few things are as picturesque as a thick blanket of freshly fallen snow glistening in the sun .,nyt_eng_19961215_0084_1,4
nyt_eng_19961215_0116_19:5,as_troubling,as,troubling,"But few reports are as troubling to army brass as an allegation of misconduct against a former Fort Jackson , South Carolina , chaplain _ an officer traditionally at the core of the army 's emotional support system .",nyt_eng_19961215_0116_19,5
nyt_eng_19961218_0340_25:24,so_chaste,so,chaste,All Ms. Rowlands gets is a kiss on the cheek -LRB- the movie ignores the fact that few truck drivers would be quite so chaste with a tipsy blonde in the cab of a truck -RRB- .,nyt_eng_19961218_0340_25,24
nyt_eng_19961230_0155_20:42,so_distinguished,so,distinguished,"If the majority of the new shows that premiered last midseason and this fall were the usual embarrassments , a few newcomers _ especially HBO 's outrageous sitcoms  -LBQ-  The High Life  -RDQ-  and  -LBQ-  Arli $ $  -RDQ-  _ were so distinguished as to displace some excellent television from my Top 10 list .",nyt_eng_19961230_0155_20,42
nyt_eng_19970101_0202_1:8,as_cyclical,as,cyclical,"For decades , few industries have been as cyclical as the automobile business , with sales soaring in good times and plunging so deeply in bad times that the very survival of some automakers has been threatened .",nyt_eng_19970101_0202_1,8
nyt_eng_19970102_0097_1:8,as_cyclical,as,cyclical,"For decades , few industries have been as cyclical as the automobile business , with sales soaring in good times and plunging so deeply in bad times that the very survival of some automakers has been threatened .",nyt_eng_19970102_0097_1,8
nyt_eng_19970102_0242_55:11,particularly_interested,particularly,interested,"To him , this suggests that few nontechnical consumers are particularly interested in getting on line , and that spells doom for WebTV .",nyt_eng_19970102_0242_55,11
nyt_eng_19970102_0541_15:9,very_difficult,very,difficult,I expect the next few weeks to be very difficult .  -RDQ-,nyt_eng_19970102_0541_15,9
nyt_eng_19970110_0003_25:62,as_close,as,close,"Combine that with her averages of 8.2 rebounds -LRB- second in the league -RRB- , 3 steals -LRB- second -RRB- and her eighth-place spot for blocked shots , and it is easy to see that in Brown , the Reign have the go-to woman they need to bring home victories _ especially when the team 's past few losses have been as close as three or five points .",nyt_eng_19970110_0003_25,62
nyt_eng_19970117_0584_2:9,as_controversial,as,controversial,Few first ladies in U.S. history have been as controversial as the Yale-trained lawyer .,nyt_eng_19970117_0584_2,9
nyt_eng_19970119_0155_1:12,as_prized,as,prized,"In the daily life of American soldiers , few perks are as prized as shopping at the base department store , which sells almost everything from lingerie to lawn fertilizer at cut-rate prices .",nyt_eng_19970119_0155_1,12
nyt_eng_19970120_0510_13:28,unduly_placid,unduly,placid,"Some of the ways in which it ground to a halt and started up again were less interesting than others , and a few quiet moments were unduly placid .",nyt_eng_19970120_0510_13,28
nyt_eng_19970121_0220_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970121_0220_1,5
nyt_eng_19970121_0221_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970121_0221_1,5
nyt_eng_19970122_0073_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970122_0073_1,5
nyt_eng_19970122_0075_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970122_0075_1,5
nyt_eng_19970123_0636_17:11,pretty_aggressive,pretty,aggressive,"The few days he 's practiced , he 's been pretty aggressive around the basket , but he still needs to get stronger .",nyt_eng_19970123_0636_17,11
nyt_eng_19970123_0742_13:8,pretty_crucial,pretty,crucial,I think the next few years are pretty crucial in how people handle that potential .  -RDQ-,nyt_eng_19970123_0742_13,8
nyt_eng_19970124_0126_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970124_0126_1,5
nyt_eng_19970124_0127_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970124_0127_1,5
nyt_eng_19970127_0353_23:10,as_interesting,as,interesting,And you have to admit that few things are as interesting or colorful as Louisiana politics .,nyt_eng_19970127_0353_23,10
nyt_eng_19970127_0438_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970127_0438_1,5
nyt_eng_19970127_0439_1:5,undramatically_beautiful,undramatically,beautiful,"Few landscapes are as undramatically beautiful as the Limousin , the rolling countryside around Limoges in the heart of France .",nyt_eng_19970127_0439_1,5
nyt_eng_19970128_0716_6:5,as_thrilling,as,thrilling,"Few musical events are as thrilling as hearing a group of musicians disassemble a jazz standard _ melodically , harmonically and rhythmically _ only to return , finally , to the original structure .",nyt_eng_19970128_0716_6,5
nyt_eng_19970131_0246_76:9,truly_good,truly,good,Breeda said a few people in Ireland were truly good to children like her .,nyt_eng_19970131_0246_76,9
nyt_eng_19970131_0633_21:11,as_secret,as,secret,All of this means that few anonymous gifts are truly as secret as the donors might like .,nyt_eng_19970131_0633_21,11
nyt_eng_19970201_0069_34:18,even_able,even,able,"With a rising percentage of front-seat passengers wearing seat belts with shoulder straps , few Americans are even able to put their arms around each other as they drive .",nyt_eng_19970201_0069_34,18
nyt_eng_19970203_0565_25:4,as_frank,as,frank,"Few officials are as frank as GOP Sen. Mitch McConnell , who happily opposes campaign financing reform and makes no excuses for it .",nyt_eng_19970203_0565_25,4
nyt_eng_19970203_0724_2:4,as_vexing,as,vexing,"Few issues are as vexing to politicians and policy makers as how to improve the nation 's public schools , and any marked improvement under Clinton 's administration would likely contribute favorably to his legacy .",nyt_eng_19970203_0724_2,4
nyt_eng_19970208_0180_18:21,now_available,now,available,"And analysts say that some of the activity will be in northern New Jersey , where few such communities are now available .",nyt_eng_19970208_0180_18,21
nyt_eng_19970217_0271_1:4,as_satisfying,as,satisfying,Few things are as satisfying as a life story that rekindles the spirit of an era and presents its subject in a way that Sophocles would have understood  -COL-  as the confrontation of character with circumstance .,nyt_eng_19970217_0271_1,4
nyt_eng_19970224_0017_47:5,that_good,that,good,"Few pitchers are ever that good , and no knuckleball pitcher ever has been that dominant for a two-month period .",nyt_eng_19970224_0017_47,5
nyt_eng_19970224_0279_1:6,as_prominent,as,prominent,Few people in Washington are as prominent and as close to President Clinton as Ernest G. Green .,nyt_eng_19970224_0279_1,6
nyt_eng_19970228_0171_19:29,even_aware,even,aware,"Story lines offered up as drama in  -LBQ-  Crisis Center  -RDQ-  wo n't receive high marks for originality , but it 's a plus that few people are even aware these places exist .",nyt_eng_19970228_0171_19,29
nyt_eng_19970228_0663_33:12,still_possible,still,possible,Such a flight would would cripple what few aid operations are still possible as fighting intensifies in the region .,nyt_eng_19970228_0663_33,12
nyt_eng_19970301_0241_1:10,as_efficient,as,efficient,"-LBQ-  Few , if any , global industries are as efficient as Marcotics Incorporated ,  -RDQ-  Constantine told Congress .",nyt_eng_19970301_0241_1,10
nyt_eng_19970302_0159_12:12,very_busy,very,busy,"Because it was summer , the few staff members present were very busy .",nyt_eng_19970302_0159_12,12
nyt_eng_19970305_0492_26:5,truly_evil,truly,evil,"A few characters are truly evil , but Gotti 's main mission is to show that most human beings are not perfect _ each has his or her flaws and gifts .",nyt_eng_19970305_0492_26,5
nyt_eng_19970310_0322_25:23,as_advanced,as,advanced,"When it comes to the jaundiced belief in skin color -LRB- ital -RRB- uber alles , -LRB- unital -RRB- few campuses are as advanced as UMass \/ - Amherst .",nyt_eng_19970310_0322_25,23
nyt_eng_19970314_0104_21:17,still_open,still,open,"The luxurious old Ahwahnee Hotel is booked up this week , but a few rooms are still open at Yosemite Lodge and Curry Village .",nyt_eng_19970314_0104_21,17
nyt_eng_19970314_0133_19:8,often_misleading,often,misleading,The few practical tips they provide are often misleading or dangerous .,nyt_eng_19970314_0133_19,8
nyt_eng_19970317_0683_24:11,so_isolated,so,isolated,"At the time , few places on Earth were then so isolated as San Francisco .",nyt_eng_19970317_0683_24,11
nyt_eng_19970318_0867_4:8,enormously_difficult,enormously,difficult,"-LBQ-  These last few years have been enormously difficult , and we 've had to focus on our core businesses ,  -RDQ-  Bitterman said .",nyt_eng_19970318_0867_4,8
nyt_eng_19970319_0387_5:23,highly_discouraged,highly,discouraged,"Santa Rosa was pretty whitebread in the 1930s and the few opportunities for mingling were , as young Margaret found out , highly discouraged .",nyt_eng_19970319_0387_5,23
