line_in_source,hit_id,colloc,adv,adj,sent_text,sent_id,adv_index,corpus_segment,date,year,context,context_word,context_type,in_basic,polarity,context_overlap
169009,nyt_eng_19960221_0725_6:28,generally_inclined,generally,inclined,"Appearing before the Senate Banking Committee on Wednesday , Greenspan said that since the economy rarely faced more than a 50 percent chance of recession he was generally inclined to think it would forge ahead .",nyt_eng_19960221_0725_6,28,nyt_eng_19960221,1996-02-21,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
77635,nyt_eng_19950520_0152_5:22,generally_mild,generally,mild,Traffic news services quickly began suggesting alternative routes to Pennsylvania Avenue between 17th and 15th Streets even though weekend traffic is generally mild .,nyt_eng_19950520_0152_5,22,nyt_eng_19950520,1995-05-20,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
17312,nyt_eng_19940917_0113_13:3,generally_reluctant,generally,reluctant,"Democrats are generally reluctant to throw any cold water on the efforts by Mitchell , who spurned a Supreme Court nomination to concentrate on passing health care legislation .",nyt_eng_19940917_0113_13,3,nyt_eng_19940917,1994-09-17,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
104956,nyt_eng_19950811_0479_5:4,generally_slow,generally,slow,"-LBQ-  Summer is generally slow so this is a truly outstanding number ,  -RDQ-  Niles said .",nyt_eng_19950811_0479_5,4,nyt_eng_19950811,1995-08-11,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
178643,nyt_eng_19960319_0561_23:12,generally_strong,generally,strong,"The auto sector , composed of economically sensitive stocks , was generally strong .",nyt_eng_19960319_0561_23,12,nyt_eng_19960319,1996-03-19,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
14458,nyt_eng_19940905_0155_9:21,generally_subordinate,generally,subordinate,"By contrast , the birth rate exceeds five children per woman in much of northern India , where women are generally subordinate to men , and most are illiterate and marry in their early teens .",nyt_eng_19940905_0155_9,21,nyt_eng_19940905,1994-09-05,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
89205,nyt_eng_19950625_0167_23:4,generally_supportive,generally,supportive,"While she is generally supportive of the effort , one issue she wants examined is the proposal to hand Medicaid over to the states with a block grant program .",nyt_eng_19950625_0167_23,4,nyt_eng_19950625,1995-06-25,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
427207,nyt_eng_19980402_0375_24:4,generally_unperturbed,generally,unperturbed,Financial analysts were generally unperturbed by Thursday 's announcement .,nyt_eng_19980402_0375_24,4,nyt_eng_19980402,1998-04-02,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
260995,nyt_eng_19961127_0329_42:4,generally_unwise,generally,unwise,It is also generally unwise for people to dramatically change their lifelong habits of saving and financial management after retirement or the death of a spouse .,nyt_eng_19961127_0329_42,4,nyt_eng_19961127,1996-11-27,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
27641,nyt_eng_19941102_0123_27:15,generously_paying,generously,paying,The commoners are plenty fed up with those shenanigans for which they are so generously paying .,nyt_eng_19941102_0123_27,15,nyt_eng_19941102,1994-11-02,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
291691,nyt_eng_19970228_0322_24:17,gently_skeptical,gently,skeptical,"Amat Alsoswa , who as assistant deputy information minister is Yemen 's highest-ranking woman , is gently skeptical .",nyt_eng_19970228_0322_24,17,nyt_eng_19970228,1997-02-28,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
56877,nyt_eng_19950310_0244_41:8,genuinely_happy,genuinely,happy,We 're just four guys who are genuinely happy .,nyt_eng_19950310_0244_41,8,nyt_eng_19950310,1995-03-10,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
135839,nyt_eng_19951114_0309_8:9,genuinely_humane,genuinely,humane,"It is minutely detailed , scrupulously fair , genuinely humane , but always unstinting in its exposure of hypocrisy and outrage , whether perpetrated by oil companies or environmentalists .",nyt_eng_19951114_0309_8,9,nyt_eng_19951114,1995-11-14,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
410818,nyt_eng_19980208_0021_18:17,genuinely_terrifying,genuinely,terrifying,"-LBQ-  The least of these stories are distinctive , the best are gripping and two are genuinely terrifying ,  -RDQ-  our reviewer , Gary Giddins , wrote last year .",nyt_eng_19980208_0021_18,17,nyt_eng_19980208,1998-02-08,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
401844,nyt_eng_19980112_0890_13:15,genuinely_upset,genuinely,upset,"Call it a silly way to get him motivated , or maybe he was genuinely upset , but Favre was apparently highly irritated by the comments .",nyt_eng_19980112_0890_13,15,nyt_eng_19980112,1998-01-12,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
235691,nyt_eng_19960915_0245_35:4,genuinely_worried,genuinely,worried,"The Raiders were genuinely worried about Jacksonville -LRB- 1-2 -RRB- , which scored 51 points in its first two games .",nyt_eng_19960915_0245_35,4,nyt_eng_19960915,1996-09-15,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
40221,nyt_eng_19971027_0354_1:4,greatly_concerned,greatly,concerned,I am not greatly concerned about the  -LBQ-  clash of civilizations  -RDQ-  that worries some thoughtful analysts .,nyt_eng_19971027_0354_1,4,nyt_eng_19971027,1997-10-27,1997,not_VP-adv,not,VP-adv,True,negative,False
225298,nyt_eng_19960814_0370_10:11,grimly_expressive,grimly,expressive,"The huge stone portrait heads , for example , are grimly expressive rather than comely .",nyt_eng_19960814_0370_10,11,nyt_eng_19960814,1996-08-14,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
125885,nyt_eng_19951017_0022_25:8,grossly_insensitive,grossly,insensitive,"-LBQ-  It has caused him to be grossly insensitive , I mean grossly insensitive .  -RDQ-",nyt_eng_19951017_0022_25,8,nyt_eng_19951017,1995-10-17,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
422983,nyt_eng_19980321_0113_11:10,grossly_overcrowded,grossly,overcrowded,"Federal investigators said that the detention centers were  -LBQ-  grossly overcrowded ,  -RDQ-  that guards routinely stripped young inmates naked and then locked them in their cells for days , that education programs were virtually nonexistent and that many of the large number of mentally disturbed inmates  -LBQ-  degenerated  -RDQ-  because of a serious lack of appropriate care .",nyt_eng_19980321_0113_11,10,nyt_eng_19980321,1998-03-21,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
10503,nyt_eng_19940817_0286_30:24,grossly_undervalued,grossly,undervalued,"But for shareholders of American Home Products , happiness will come only if this proves to be a case where American Cyanamid was grossly undervalued before the bidder appeared .",nyt_eng_19940817_0286_30,24,nyt_eng_19940817,1994-08-17,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
399695,nyt_eng_19980106_0816_42:6,grossly_unfair,grossly,unfair,"The current system  -LBQ-  is grossly unfair ,  -RDQ-  said A. Jay Cristol , the chief federal bankruptcy judge in Miami .",nyt_eng_19980106_0816_42,6,nyt_eng_19980106,1998-01-06,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
120528,nyt_eng_19951002_0015_9:7,gruesomely_overwritten,gruesomely,overwritten,"Their scenes together are gruesome _ gruesomely overwritten , that is .",nyt_eng_19951002_0015_9,7,nyt_eng_19951002,1995-10-02,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
174214,nyt_eng_19960307_0141_14:10,guardedly_confessional,guardedly,confessional,"Though unquestionably therapeutic , the First Quartet is only guardedly confessional _ almost Romantic , actually _ and to the St. Petersburg Quartet 's credit , this performance does not try to force the music into a more anxious or angry posture .",nyt_eng_19960307_0141_14,10,nyt_eng_19960307,1996-03-07,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
195711,nyt_eng_19960506_0708_16:5,half_funny,half,funny,The joke is only half funny .,nyt_eng_19960506_0708_16,5,nyt_eng_19960506,1996-05-06,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
232062,nyt_eng_19960904_0531_4:11,happily_omnipresent,happily,omnipresent,"At the Metropolitan Opera the soprano Renee Fleming will be happily omnipresent in a sort of breakout season , in Mozart 's  -LBQ-  Cosi Fan Tutte ,  -RDQ-  Gounod 's  -LBQ-  Faust  -RDQ-  and Dvorak 's  -LBQ-  Rusalka .  -RDQ-",nyt_eng_19960904_0531_4,11,nyt_eng_19960904,1996-09-04,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
34691,nyt_eng_19941206_0382_11:7,harshly_critical,harshly,critical,Bentsen ordered a review that was harshly critical of the ATF operation .,nyt_eng_19941206_0382_11,7,nyt_eng_19941206,1994-12-06,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
76542,nyt_eng_19950516_0439_6:28,harshly_critical,harshly,critical,"The action came two weeks after the inspector general of the Metropolitan Transportation Authority , the parent of the Transit Authority , issued a report that was harshly critical of transit officials ' response to asbestos removal problems .",nyt_eng_19950516_0439_6,28,nyt_eng_19950516,1995-05-16,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
98778,nyt_eng_19950725_0323_33:20,heavily_dependent,heavily,dependent,"But for the moment , Tigrid said not much could be done about it because the Czech Republic was heavily dependent on tourist earnings .",nyt_eng_19950725_0323_33,20,nyt_eng_19950725,1995-07-25,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
183690,nyt_eng_19960402_0348_47:4,heavily_oriented,heavily,oriented,"-LBQ-  We 're heavily oriented toward the rural to suburban areas which are the fastest growing , highest users of telecommunications service ,  -RDQ-  Lee said ,  -LBQ-  and the most difficult for competitors to invade .  -RDQ-",nyt_eng_19960402_0348_47,4,nyt_eng_19960402,1996-04-02,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
116502,nyt_eng_19950918_0656_23:14,heavily_pro-choice,heavily,pro-choice,"In New Hampshire , which holds the first primary , Republican voters are heavily pro-choice , as they are in many other states .",nyt_eng_19950918_0656_23,14,nyt_eng_19950918,1995-09-18,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
28971,nyt_eng_19941108_0127_11:8,here_o'erthrown,here,o'erthrown,"O , what a noble mind is here o'erthrown !",nyt_eng_19941108_0127_11,8,nyt_eng_19941108,1994-11-08,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
199377,nyt_eng_19960516_0716_9:23,hideo_nomo,hideo,nomo,"The Yankees , who will start Maeda in their extended spring training program in Tampa , Fla. , hope he is more Hideo Nomo than Rodman .",nyt_eng_19960516_0716_9,23,nyt_eng_19960516,1996-05-16,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
33808,nyt_eng_19941202_0116_6:11,high_relative,high,relative,The institute would put them in neighborhoods where demand is high relative to existing transmission capacity ; the idea would be to save the cost of new transmission cables .,nyt_eng_19941202_0116_6,11,nyt_eng_19941202,1994-12-02,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
393153,nyt_eng_19971216_0856_17:15,highly_antagonized,highly,antagonized,"The bulls used in Spain 's festival are  -LBQ-  killer bulls  -RDQ-  that are highly antagonized , he said .",nyt_eng_19971216_0856_17,15,nyt_eng_19971216,1997-12-16,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
304089,nyt_eng_19970406_0090_32:6,highly_articulate,highly,articulate,"While the architect can be highly articulate , he does not fully trust words .",nyt_eng_19970406_0090_32,6,nyt_eng_19970406,1997-04-06,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
410419,nyt_eng_19980206_0340_7:23,highly_attractive,highly,attractive,"With its clear , blue skies , wide open spaces and spectacular rocky landscape , the Trans-Pecos region has for decades been highly attractive for military flight training .",nyt_eng_19980206_0340_7,23,nyt_eng_19980206,1998-02-06,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
409307,nyt_eng_19980203_0253_13:8,highly_classified,highly,classified,The specifics of U.S. nuclear options are highly classified .,nyt_eng_19980203_0253_13,8,nyt_eng_19980203,1998-02-03,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
429742,nyt_eng_19980410_0277_4:8,highly_commendable,highly,commendable,"His efforts to do the impossible are highly commendable , whether he 's taking up a hammer to solve problems of the homeless or working for peace in the Middle East , Rwanda , El Salvador , North Korea or China .",nyt_eng_19980410_0277_4,8,nyt_eng_19980410,1998-04-10,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
337796,nyt_eng_19970713_0147_8:15,highly_critical,highly,critical,"Sen. John Glenn of Ohio , the committee 's ranking Democrat , has been highly critical of Thompson 's use of intelligence information on China and he repeated that criticism Sunday .",nyt_eng_19970713_0147_8,15,nyt_eng_19970713,1997-07-13,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
208080,nyt_eng_19960621_0506_2:5,highly_critical,highly,critical,"The appeals panel was highly critical of the government 's Office of Research Integrity , which had found that the scientist , Dr. Thereza Imanishi-Kari , now of Tufts University , was guilty of misconduct .",nyt_eng_19960621_0506_2,5,nyt_eng_19960621,1996-06-21,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
411704,nyt_eng_19980210_0403_31:12,highly_critical,highly,critical,"Finally , the Republican staff members who wrote the report were highly critical of the FBI and the Justice Department , saying in at least two instances that officials from those two entities had failed to alert the committee of  -LBQ-  crucial information located in FBI field office files , information months and sometimes years old .  -RDQ-",nyt_eng_19980210_0403_31,12,nyt_eng_19980210,1998-02-10,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
109229,nyt_eng_19950824_0639_6:24,highly_critical,highly,critical,"A Justice Department review of the events at Ruby Ridge , completed more than 18 months ago but still officially unreleased , is highly critical of officials at FBI headquarters  -COL-",nyt_eng_19950824_0639_6,24,nyt_eng_19950824,1995-08-24,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
255853,nyt_eng_19961111_0515_29:26,highly_critical,highly,critical,"Their close relationship , formed at Gleacher , and continuing at Harvard where they roomed together for one year , means they  -LBQ-  can be highly critical with one another ,  -RDQ-  said Phillips .",nyt_eng_19961111_0515_29,26,nyt_eng_19961111,1996-11-11,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
416379,nyt_eng_19980226_0407_31:18,highly_critical,highly,critical,"But the argument over the rupiah , notes Jeffrey Sachs , the Harvard economist who has been highly critical of the fund 's plan ,  -LBQ-  was a distraction that took up three valuable weeks when both sides could have been doing a lot of more useful things .  -RDQ-",nyt_eng_19980226_0407_31,18,nyt_eng_19980226,1998-02-26,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
366088,nyt_eng_19971002_0690_16:11,highly_dependent,highly,dependent,"The critics also say that since the United States is highly dependent on spy and other kinds of military craft in orbit , and other nations are less so , the country should avoid anything that might start a rush for anti-satellite weaponry .",nyt_eng_19971002_0690_16,11,nyt_eng_19971002,1997-10-02,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
414469,nyt_eng_19980220_0029_38:15,highly_desirable,highly,desirable,"Britain argues that another resolution , spelling out Iraq 's sins , would be highly desirable .",nyt_eng_19980220_0029_38,15,nyt_eng_19980220,1998-02-20,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
222037,nyt_eng_19960802_0618_3:13,highly_disdainful,highly,disdainful,"Republicans headed for next week 's convention in San Diego also are highly disdainful of Ross Perot , who is maneuvering to run for president again , this time under the Reform Party banner .",nyt_eng_19960802_0618_3,13,nyt_eng_19960802,1996-08-02,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
391395,nyt_eng_19971211_0803_20:26,highly_disruptive,highly,disruptive,"Though it is difficult to predict exactly what climate changes would result from such a doubling , there is wide agreement that they would be highly disruptive .",nyt_eng_19971211_0803_20,26,nyt_eng_19971211,1997-12-11,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
27756,nyt_eng_19941102_0297_13:3,highly_doubtful,highly,doubtful,"It is highly doubtful , however , whether Hoffenberg can come up with much of the money that he owes his creditors and former investors as a result of these agreements .",nyt_eng_19941102_0297_13,3,nyt_eng_19941102,1994-11-02,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
117159,nyt_eng_19950920_0379_16:6,highly_dramatic,highly,dramatic,"But they can also be highly dramatic , so much so that the G-minor work , which opens this collection , is a worthy companion to Mozart 's two splendid symphonies in that key .",nyt_eng_19950920_0379_16,6,nyt_eng_19950920,1995-09-20,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
137039,nyt_eng_19951117_0316_10:24,highly_effective,highly,effective,"Labor Secretary Robert Reich told Cunningham he  -LBQ-  strongly opposes  -RDQ-  this measure because , he said , these national sponsors are already highly effective .",nyt_eng_19951117_0316_10,24,nyt_eng_19951117,1995-11-17,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
85542,nyt_eng_19950614_0374_4:15,highly_exaggerated,highly,exaggerated,But Douglas ' top executives say early reports of the company 's death are highly exaggerated .,nyt_eng_19950614_0374_4,15,nyt_eng_19950614,1995-06-14,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
99100,nyt_eng_19950726_0303_22:15,highly_impressive,highly,impressive,"Her stage presence was low-key , but once she started singing , she was highly impressive and her band rocked emphatically behind her .",nyt_eng_19950726_0303_22,15,nyt_eng_19950726,1995-07-26,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
110530,nyt_eng_19950829_0280_9:11,highly_influential,highly,influential,"These experiences , these memberships in closed traditions , were highly influential in shaping my writing career .  -RDQ-",nyt_eng_19950829_0280_9,11,nyt_eng_19950829,1995-08-29,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
82545,nyt_eng_19950606_0222_25:35,highly_intelligent,highly,intelligent,"Ted Kennedy gushed that Leonid Brezhnev _ a leading practitioner of state terror , the tyrant who sent the tanks into Prague , and Sakharov into exile _ was  -LBQ-  a warm individual , highly intelligent , highly aware , a sense of humor , completely at ease , very informal ... completely committed to peace .  -RDQ-",nyt_eng_19950606_0222_25,35,nyt_eng_19950606,1995-06-06,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
356784,nyt_eng_19970908_0248_21:8,highly_medicalized,highly,medicalized,"-LBQ-  Women in the Boston area are highly medicalized and extremely sophisticated medically ,  -RDQ-  says Dr. JoAnn E. Manson of Brigham and Women 's Hospital , principal investigator of the Boston study center .",nyt_eng_19970908_0248_21,8,nyt_eng_19970908,1997-09-08,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
363304,nyt_eng_19970925_0159_22:23,highly_polished,highly,polished,"With Harvey as with such practitioners as E.B. White or Loren Eiseley , Gretel Ehrlich or Annie Dillard , the prose is highly polished but not precious .",nyt_eng_19970925_0159_22,23,nyt_eng_19970925,1997-09-25,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
110723,nyt_eng_19950829_0516_12:12,highly_popular,highly,popular,"The bill is expected to pass easily , because it is highly popular among Council members and is backed by the leadership .",nyt_eng_19950829_0516_12,12,nyt_eng_19950829,1995-08-29,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
59438,nyt_eng_19950320_0023_3:7,highly_possible,highly,possible,"They said that it was  -LBQ-  highly possible  -RDQ-  that the gas was Sarin , an extremely toxic and volatile nerve gas developed by Nazi scientists in the 1930s .",nyt_eng_19950320_0023_3,7,nyt_eng_19950320,1995-03-20,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
26466,nyt_eng_19941027_0361_18:7,highly_prized,highly,prized,"Small , lighter-colored strawberries are more highly prized in Japan than than the large , juicy red ones preferred by American consumers .",nyt_eng_19941027_0361_18,7,nyt_eng_19941027,1994-10-27,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
308060,nyt_eng_19970417_0393_13:27,highly_questionable,highly,questionable,"As a director , Schulman 's staging is always clumsy and unfocused , he displays no way with a scene and his eye for casting is highly questionable  -COL-  in fact , his big star discovery -LRB- Comeau -RRB- is so bland that he seems to disappear into the scenery every time he 's on camera .",nyt_eng_19970417_0393_13,27,nyt_eng_19970417,1997-04-17,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
208731,nyt_eng_19960624_0396_55:7,highly_reactive,highly,reactive,The problem is that chlorine is highly reactive and forms hard-to-destroy compounds .,nyt_eng_19960624_0396_55,7,nyt_eng_19960624,1996-06-24,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
278419,nyt_eng_19970121_0307_11:10,highly_regarded,highly,regarded,"Even though Vermeil 's knowledge of the game is highly regarded , the NFL has changed dramatically since he had his success with Ron Jaworski quarterbacking the Eagles .",nyt_eng_19970121_0307_11,10,nyt_eng_19970121,1997-01-21,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
416921,nyt_eng_19980228_0178_62:12,highly_regarded,highly,regarded,I think Sam is a heck of a guy who is highly regarded and well respected .,nyt_eng_19980228_0178_62,12,nyt_eng_19980228,1998-02-28,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
426370,nyt_eng_19980331_0333_10:8,highly_relevant,highly,relevant,"Starr contends that the notes are  -LBQ-  highly relevant  -RDQ-  to his probe into the mishandled firing of seven White House travel office staffers , over which Foster presided .",nyt_eng_19980331_0333_10,8,nyt_eng_19980331,1998-03-31,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
407487,nyt_eng_19980128_0490_17:15,highly_respected,highly,respected,-LBQ-  I believe that all the artists that are part of this auction are highly respected .,nyt_eng_19980128_0490_17,15,nyt_eng_19980128,1998-01-28,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
152614,nyt_eng_19960105_0190_11:19,highly_respected,highly,respected,"While McCurry declined to endorse Hashimoto as a successor to Murayama , he did say Hashimoto was  -LBQ-  highly respected and enjoys an excellent working relationship with -LRB- Trade Representative Mickey -RRB- Kantor .  -RDQ-",nyt_eng_19960105_0190_11,19,nyt_eng_19960105,1996-01-05,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
52901,nyt_eng_19950222_0310_4:5,highly_revealing,highly,revealing,But the exchange was highly revealing even so .,nyt_eng_19950222_0310_4,5,nyt_eng_19950222,1995-02-22,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
357011,nyt_eng_19970908_0731_14:24,highly_speculative,highly,speculative,"Appert also said the appointments could represent an interim measure in anticipation of a sale of the company , although that was  -LBQ-  highly speculative .  -RDQ-",nyt_eng_19970908_0731_14,24,nyt_eng_19970908,1997-09-08,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
9587,nyt_eng_19940813_0103_45:10,highly_speculative,highly,speculative,"The hard-rock mine owners argue that their ventures are highly speculative , with no guarantee of a profit , and that it is much easier to calculate risk and cost with oil , gas and coal .",nyt_eng_19940813_0103_45,10,nyt_eng_19940813,1994-08-13,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
40983,nyt_eng_19950106_0319_13:4,highly_successful,highly,successful,"The effort was highly successful , bringing AT&T more than a million new customers in 1994 .",nyt_eng_19950106_0319_13,4,nyt_eng_19950106,1995-01-06,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
239419,nyt_eng_19960926_0372_87:5,highly_successful,highly,successful,_ Students who were highly successful in high school often have the hardest time because the contrast for them is so stark .,nyt_eng_19960926_0372_87,5,nyt_eng_19960926,1996-09-26,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
352489,nyt_eng_19970826_0550_24:23,highly_successful,highly,successful,"That program , which the state will run with the Children 's Trust Fund , already has proven it can be  -LBQ-  highly successful for improving the health outcomes for women , their children and families  -RDQ-  said Ferrer .",nyt_eng_19970826_0550_24,23,nyt_eng_19970826,1997-08-26,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
354392,nyt_eng_19970901_0359_7:6,highly_technological,highly,technological,-LBQ-  Now the paparazzi are highly technological .,nyt_eng_19970901_0359_7,6,nyt_eng_19970901,1997-09-01,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
264761,nyt_eng_19961209_0661_16:3,highly_toxic,highly,toxic,It is highly toxic and remains radioactive for thousands of years .,nyt_eng_19961209_0661_16,3,nyt_eng_19961209,1996-12-09,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
5700,nyt_eng_19940727_0129_25:23,highly_trained,highly,trained,"-LBQ-  This is an extremely complex move , since we 're adopting a new cataloging system , and these students are all highly trained .  -RDQ-",nyt_eng_19940727_0129_25,23,nyt_eng_19940727,1994-07-27,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
171550,nyt_eng_19960228_0782_26:12,highly_trained,highly,trained,"-LBQ-  The tragedy is that this surgeon , who had been highly trained and literally saved many children and adult lives through surgery _ that his skills are lost ,  -RDQ-  Harpaz said .",nyt_eng_19960228_0782_26,12,nyt_eng_19960228,1996-02-28,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
6488,nyt_eng_19940730_0156_40:13,highly_transmittable,highly,transmittable,They said it was even more dangerous than cholera because it was highly transmittable and harder to treat .,nyt_eng_19940730_0156_40,13,nyt_eng_19940730,1994-07-30,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
379838,nyt_eng_19971109_0151_36:11,highly_unlikely,highly,unlikely,"-LBQ-  But while this may happen overseas , this is highly unlikely in a major city like Seoul .  -RDQ-",nyt_eng_19971109_0151_36,11,nyt_eng_19971109,1997-11-09,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
281445,nyt_eng_19970129_0688_4:5,highly_unlikely,highly,unlikely,-LBQ-  But it is highly unlikely the board 's analysis will be complete at that time .  -RDQ-,nyt_eng_19970129_0688_4,5,nyt_eng_19970129,1997-01-29,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
105242,nyt_eng_19950812_0249_22:16,highly_unlikely,highly,unlikely,"With a dissolved union , NBA commissioner David Stern has said , it is  -LBQ-  highly unlikely  -RDQ-  that the 1995-96 season will be played .",nyt_eng_19950812_0249_22,16,nyt_eng_19950812,1995-08-12,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
92502,nyt_eng_19950706_0014_14:7,highly_unlikely,highly,unlikely,But legal experts say it is highly unlikely the prosecution would agree to any stipulations if they expect an emotional ending .,nyt_eng_19950706_0014_14,7,nyt_eng_19950706,1995-07-06,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
33725,nyt_eng_19941201_0323_15:7,highly_unlikely,highly,unlikely,International Olympic officials said it was highly unlikely that the Chinese swimming team would be barred from competing in the 1996 Summer Games in Atlanta .,nyt_eng_19941201_0323_15,7,nyt_eng_19941201,1994-12-01,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
225065,nyt_eng_19960813_0665_5:25,highly_unusual,highly,unusual,"Joseph E. Hofmann , the senior vice president of the Transit Authority in charge of the subway system , said that it was  -LBQ-  highly unusual  -RDQ-  for a train to derail while going at such a slow speed , even though the tracks were under repair .",nyt_eng_19960813_0665_5,25,nyt_eng_19960813,1996-08-13,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
