line_in_source,hit_id,colloc,adv,adj,sent_text,sent_id,adv_index,corpus_segment,date,year,polarity,context,context_word,context_type,in_basic,context_overlap
336445,nyt_eng_19970709_0397_42:25,as_large,as,large,"That 's double what Mark L. Kwatcher , who runs a lawyer placement agency , pays for a space next door that 's half as large but boasts bookcases and a desk . Kwatcher 's room is toward the back of the complex of offices , a location he says he picked deliberately , because it gives clients  -LBQ-  the impression we might be a larger outfit than we are .  -RDQ-",nyt_eng_19970709_0397_42,25,nyt_eng_19970709,1997-07-09,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
260259,nyt_eng_19961125_0513_24:8,as_legendary,as,legendary,His addiction to heroin and alcohol was as legendary as his musical promise .,nyt_eng_19961125_0513_24,8,nyt_eng_19961125,1996-11-25,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
42290,nyt_eng_19971217_0022_24:18,as_likely,as,likely,"-LBQ-  If I ca n't see it and I think it 's there , I 'm not as likely to steal that garment or item from the store ,  -RDQ-  he said .",nyt_eng_19971217_0022_24,18,nyt_eng_19971217,1997-12-17,1997,negative,not_VP-adv,not,VP-adv,True,False
158119,nyt_eng_19960122_0381_7:5,as_meaningful,as,meaningful,But those numbers are as meaningful as distances described in terms of trips to the moon .,nyt_eng_19960122_0381_7,5,nyt_eng_19960122,1996-01-22,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
98510,nyt_eng_19950724_0522_15:32,as_much,as,much,These changes have produced a perverse economic situation in which tax dollars are being used to prop up the tax shelters at a cost that can be more than 14 times as much per apartment as previously .,nyt_eng_19950724_0522_15,32,nyt_eng_19950724,1995-07-24,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
3843,nyt_eng_19941222_0220_10:5,as_obvious,as,obvious,The conclusion is n't as obvious as it might seem .,nyt_eng_19941222_0220_10,5,nyt_eng_19941222,1994-12-22,1994,negative,not_VP-adv,not,VP-adv,True,False
335543,nyt_eng_19970707_0329_11:4,as_pleasant,as,pleasant,The setting is as pleasant as you could imagine .,nyt_eng_19970707_0329_11,4,nyt_eng_19970707,1997-07-07,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
143402,nyt_eng_19951207_0071_59:7,as_rare,as,rare,"In Japan , such suits are as rare as they are costly for investors .",nyt_eng_19951207_0071_59,7,nyt_eng_19951207,1995-12-07,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
411321,nyt_eng_19980209_0459_15:11,as_ready,as,ready,"Stephone Bryant , 19 , is convinced that he 's as ready for the pros as the latest NBA hotshot , who happens to share the same age and last name  -COL-  Kobe Bryant .",nyt_eng_19980209_0459_15,11,nyt_eng_19980209,1998-02-09,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
37048,nyt_eng_19970805_0012_45:15,as_restrictive,as,restrictive,"But he was president under the old collective bargaining agreement , which was not as restrictive or well-policed as the new agreement that governs Walker 's time in office .",nyt_eng_19970805_0012_45,15,nyt_eng_19970805,1997-08-05,1997,negative,not_VP-adv,not,VP-adv,True,False
16127,nyt_eng_19960109_0239_2:7,as_rewarding,as,rewarding,"This year wo n't be nearly as rewarding , as a stronger economy and renewed concern that Quebec will secede likely will derail the market 's current rally , traders said .",nyt_eng_19960109_0239_2,7,nyt_eng_19960109,1996-01-09,1996,negative,not_VP-adv,not,VP-adv,True,False
34193,nyt_eng_19970519_0008_40:16,as_secure,as,secure,"But Craig Ehlo , who did n't make the playoff roster , may not be as secure .",nyt_eng_19970519_0008_40,16,nyt_eng_19970519,1997-05-19,1997,negative,not_VP-adv,not,VP-adv,True,False
317309,nyt_eng_19970514_0126_10:36,as_sharp,as,sharp,"One imagines the boss writer coming back from a long hike across Australia and saying ,  -LBQ-  Well , that was refreshing , where are we now ? What ! ?  -RDQ-  The viewers are as sharp as tax auditors for spotting sudden changes .",nyt_eng_19970514_0126_10,36,nyt_eng_19970514,1997-05-14,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
166453,nyt_eng_19960213_0422_27:12,as_similar,as,similar,"Most couples , however , just want their baby to be as similar as possible to themselves .",nyt_eng_19960213_0422_27,12,nyt_eng_19960213,1996-02-13,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
53759,nyt_eng_19950225_0187_30:5,as_simple,as,simple,"-LBQ-  It could be as simple as finding a way to change the name of affirmative action , or of getting the agenda set so they would say that no one 's against a color-blind society -- rather , they 're in favor of all Americans getting ahead ,  -RDQ-  Loury said .",nyt_eng_19950225_0187_30,5,nyt_eng_19950225,1995-02-25,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
359454,nyt_eng_19970915_0495_73:8,as_simple,as,simple,"Then , again , if it were as simple as that , television would be full of nothing but hits .",nyt_eng_19970915_0495_73,8,nyt_eng_19970915,1997-09-15,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
227011,nyt_eng_19960820_0250_20:11,as_simple,as,simple,"Ultimately , perhaps ,  -LBQ-  Body of Work  -RDQ-  is as simple and yet protean a thing as the collaborative process that created it .",nyt_eng_19960820_0250_20,11,nyt_eng_19960820,1996-08-20,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
422016,nyt_eng_19980318_0226_28:4,as_small,as,small,Gifts can be as small as several hundred dollars .,nyt_eng_19980318_0226_28,4,nyt_eng_19980318,1998-03-18,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
340877,nyt_eng_19970722_0799_9:11,as_stable,as,stable,"Speaking before a House subcommittee , Greenspan said prices were as stable as they had been since the 1960s .",nyt_eng_19970722_0799_9,11,nyt_eng_19970722,1997-07-22,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
44927,nyt_eng_19980306_0307_24:4,as_strange,as,strange,This is not as strange as it may seem .,nyt_eng_19980306_0307_24,4,nyt_eng_19980306,1998-03-06,1998,negative,not_VP-adv,not,VP-adv,True,False
1088,nyt_eng_19940817_0261_12:5,as_stressful,as,stressful,"-LBQ-  This is not as stressful as traveling from country to country , and you can put more fun into it .  -RDQ-",nyt_eng_19940817_0261_12,5,nyt_eng_19940817,1994-08-17,1994,negative,not_VP-adv,not,VP-adv,True,False
21714,nyt_eng_19960603_0522_3:10,as_strong,as,strong,"Chrysler 's car sales , which have n't been as strong as its light truck sales in almost a year , rose an impressive 20 percent in May from the year-ago month .",nyt_eng_19960603_0522_3,10,nyt_eng_19960603,1996-06-03,1996,negative,not_VP-adv,not,VP-adv,True,False
325824,nyt_eng_19970607_0199_6:8,as_stunned,as,stunned,"Certifying the iznenadjenja-of-the-season , 17,000 witnesses were as stunned as they had been the week before at the rejection of their tennis-playing president , Jacques Chirac .",nyt_eng_19970607_0199_6,8,nyt_eng_19970607,1997-06-07,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
17007,nyt_eng_19960131_0462_12:9,as_sufficient,as,sufficient,"-LBQ-  Many would agree that disclosures are not as sufficient as they could be ,  -RDQ-  said Steven Wallman , a commissioner of the Securities and Exchange Commission .",nyt_eng_19960131_0462_12,9,nyt_eng_19960131,1996-01-31,1996,negative,not_VP-adv,not,VP-adv,True,False
425676,nyt_eng_19980329_0078_11:6,as_thick,as,thick,The erotic anxiety here is as thick as clotted cream .,nyt_eng_19980329_0078_11,6,nyt_eng_19980329,1998-03-29,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
4358,nyt_eng_19950116_0190_5:11,as_touchy-feely,as,touchy-feely,"organizer said ,  -LBQ-  we hope it will not be as touchy-feely .  -RDQ-",nyt_eng_19950116_0190_5,11,nyt_eng_19950116,1995-01-16,1995,negative,not_VP-adv,not,VP-adv,True,False
250338,nyt_eng_19961026_0240_39:11,as_tough,as,tough,Two-time world break-away roping champion Lisa Gasperson of Boyd is as tough as the boots she wears .,nyt_eng_19961026_0240_39,11,nyt_eng_19961026,1996-10-26,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
279492,nyt_eng_19970124_0009_18:3,as_tough,as,tough,VanDerveer is as tough as Pat Riley .,nyt_eng_19970124_0009_18,3,nyt_eng_19970124,1997-01-24,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
269348,nyt_eng_19961223_0544_12:30,as_tough,as,tough,"Its difficulties are clear  -COL-  Shepard 's neologistic language , a bit along the lines of that created by Anthony Burgess for  -LBQ-  A Clockwork Orange ,  -RDQ-  is as tough for actors to master as Elizabethan verse .",nyt_eng_19961223_0544_12,30,nyt_eng_19961223,1996-12-23,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
41661,nyt_eng_19971201_0288_29:13,as_transforming,as,transforming,Other tracks bearing a  -LBQ-  previously unreleased  -RDQ-  stamp are n't nearly as transforming .,nyt_eng_19971201_0288_29,13,nyt_eng_19971201,1997-12-01,1997,negative,not_VP-adv,not,VP-adv,True,False
26187,nyt_eng_19941026_0349_15:42,as_troubled,as,troubled,"After supporting generous aid programs for decades , the state and federal governments have less to spend these days -- a reality that confronted Mayor David N. Dinkins as he appealed to Cuomo for help when the state 's budget was as troubled as the city 's .",nyt_eng_19941026_0349_15,42,nyt_eng_19941026,1994-10-26,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
94186,nyt_eng_19950711_0100_24:10,as_unclear,as,unclear,But the reasons for the bay 's illness are as unclear as its water .,nyt_eng_19950711_0100_24,10,nyt_eng_19950711,1995-07-11,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
194562,nyt_eng_19960503_0249_22:8,as_uncluttered,as,uncluttered,"The area surrounding the boxing ring was as uncluttered as any seen in boxing , amateur or pro .",nyt_eng_19960503_0249_22,8,nyt_eng_19960503,1996-05-03,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
29936,nyt_eng_19970124_0226_7:18,as_violent,as,violent,"The city has an alarming murder rate , and though Morial insists that New Orleans is not as violent as other cities , muggers often prey on pedestrians in the French Quarter .",nyt_eng_19970124_0226_7,18,nyt_eng_19970124,1997-01-24,1997,negative,not_VP-adv,not,VP-adv,True,False
295960,nyt_eng_19970313_0525_27:5,awfully_close,awfully,close,I think we 're awfully close to it now .,nyt_eng_19970313_0525_27,5,nyt_eng_19970313,1997-03-13,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
289843,nyt_eng_19970223_0133_7:5,basically_important,basically,important,"-LBQ-  Today Booklist is basically important for all books , but especially children 's materials , which can be a very controversial area .",nyt_eng_19970223_0133_7,5,nyt_eng_19970223,1997-02-23,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
41646,nyt_eng_19950110_0237_19:13,basically_middle-class,basically,middle-class,"A third-party movement with either a Powell or Perot candidacy would be basically middle-class in its appeal -- more , for instance , than a Jesse Jackson third party .",nyt_eng_19950110_0237_19,13,nyt_eng_19950110,1995-01-10,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
428377,nyt_eng_19980406_0419_3:16,bit_alarmist,bit,alarmist,Such an apocalyptic view of one children 's series airing daily on PBS is a bit alarmist .,nyt_eng_19980406_0419_3,16,nyt_eng_19980406,1998-04-06,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
381622,nyt_eng_19971114_0195_8:10,bit_slow,bit,slow,"However , even Prime Minister Tony Blair was a bit slow , waiting until it became clear that nothing much was going to happen before joining his friend , President Clinton , in talking tough .",nyt_eng_19971114_0195_8,10,nyt_eng_19971114,1997-11-14,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
26350,nyt_eng_19941027_0181_34:11,bit_stiff,bit,stiff,"It 's only downside is that the keys are a bit stiff , giving more resistance than I normally like .",nyt_eng_19941027_0181_34,11,nyt_eng_19941027,1994-10-27,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
88813,nyt_eng_19950623_0553_27:4,certainly_clear,certainly,clear,The issues are certainly clear  -COL-  Arizona 's future depends upon its water supply .,nyt_eng_19950623_0553_27,4,nyt_eng_19950623,1995-06-23,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
27938,nyt_eng_19941103_0165_15:17,certainly_pretty,certainly,pretty,"` Earth 2 ' is filmed around Santa Fe , N.M. , so the scenery is certainly pretty .",nyt_eng_19941103_0165_15,17,nyt_eng_19941103,1994-11-03,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
51631,nyt_eng_19950217_0100_30:9,certainly_willing,certainly,willing,"If his criticisms are valid , we 're certainly willing to change .  -RDQ-",nyt_eng_19950217_0100_30,9,nyt_eng_19950217,1995-02-17,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
241202,nyt_eng_19961001_0501_6:22,charmingly_young,charmingly,young,"Dara grew up in Natchez , Miss. , during the 40s and 50s to become a jovial country gentleman who is charmingly young at heart .",nyt_eng_19961001_0501_6,22,nyt_eng_19961001,1996-10-01,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
142666,nyt_eng_19951205_0282_65:5,classic_helms,classic,helms,But kicking Castro is classic Helms .,nyt_eng_19951205_0282_65,5,nyt_eng_19951205,1995-12-05,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
6597,nyt_eng_19950407_0260_39:16,closely_supervised,closely,supervised,"Leung blamed the Myanmar office for the plagiarism , and said the office was not closely supervised .",nyt_eng_19950407_0260_39,16,nyt_eng_19950407,1995-04-07,1995,negative,not_VP-adv,not,VP-adv,True,False
357735,nyt_eng_19970910_0629_1:32,completely_alien,completely,alien,Who would have figured that public uproar and pressure from the press could force the queen of England to do something she did n't want to do _ something that was completely alien to her sense of tradition and decorum ?,nyt_eng_19970910_0629_1,32,nyt_eng_19970910,1997-09-10,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
81600,nyt_eng_19950602_0507_14:10,completely_nonpartisan,completely,nonpartisan,"-LBQ-  It will be a three-day educational session , completely nonpartisan ,  -RDQ-  Perot said in the interview .",nyt_eng_19950602_0507_14,10,nyt_eng_19950602,1995-06-02,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
341067,nyt_eng_19970723_0364_36:8,completely_tiled,completely,tiled,"This time around , the walls are completely tiled in a soft greeny-gray shade punctuated by bold insets of red , lime-green , yellow , and deep blue tiles , some in triangular shapes .",nyt_eng_19970723_0364_36,8,nyt_eng_19970723,1997-07-23,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
10770,nyt_eng_19950809_0340_10:8,currently_aware,currently,aware,"It said though , it is n't currently aware of any takeover plans .",nyt_eng_19950809_0340_10,8,nyt_eng_19950809,1995-08-09,1995,negative,not_VP-adv,not,VP-adv,True,False
292736,nyt_eng_19970304_0346_3:7,currently_second,currently,second,"The second-year team , which is currently second in the ECHL 's Southern Division with a 32-22-4 mark , has sold out 20 of its past 30 games .",nyt_eng_19970304_0346_3,7,nyt_eng_19970304,1997-03-04,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
439583,nyt_eng_19980518_0108_33:29,dangerously_high,dangerously,high,"They actually have to leave the plane and check their bag on the ramp , and by the time they go to their seats their blood pressure is dangerously high .",nyt_eng_19980518_0108_33,29,nyt_eng_19980518,1998-05-18,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
145844,nyt_eng_19951214_0153_33:5,dangerously_low,dangerously,low,"The food will be dangerously low in a few months , but the hungry will keep coming .",nyt_eng_19951214_0153_33,5,nyt_eng_19951214,1995-12-14,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
365890,nyt_eng_19971002_0292_21:30,dangerously_narrow,dangerously,narrow,"For instance , playground architects say that monkey bars often were set too far apart for young children to grab easily , and the spacing on Jungle Gyms was dangerously narrow .",nyt_eng_19971002_0292_21,30,nyt_eng_19971002,1997-10-02,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
21768,nyt_eng_19941007_0132_42:10,dead_right,dead,right,"Strossen was certainly not intimidated , but she is dead right to find the attempt troubling .",nyt_eng_19941007_0132_42,10,nyt_eng_19941007,1994-10-07,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
300168,nyt_eng_19970325_0473_2:22,deceptively_nimble,deceptively,nimble,"But after a lifetime of playing the flute in concert halls around the world , Jean-Pierre Rampal 's thick fingers were deceptively nimble  -COL-  he had no trouble plucking a pasty circle of ankimo from a bowl and swirling it in vinegar sauce .",nyt_eng_19970325_0473_2,22,nyt_eng_19970325,1997-03-25,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
440037,nyt_eng_19980519_0195_12:3,deceptively_simple,deceptively,simple,Wine is deceptively simple .,nyt_eng_19980519_0195_12,3,nyt_eng_19980519,1998-05-19,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
207253,nyt_eng_19960608_0358_32:11,decidedly_mixed,decidedly,mixed,"But out on the cluttered concrete raceways , views were decidedly mixed .",nyt_eng_19960608_0358_32,11,nyt_eng_19960608,1996-06-08,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
231962,nyt_eng_19960904_0320_2:20,decidedly_odd,decidedly,odd,"The elderly woman sitting in Robert Teunisse 's office seemed sane enough , but the story she told was decidedly odd .",nyt_eng_19960904_0320_2,20,nyt_eng_19960904,1996-09-04,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
266650,nyt_eng_19961215_0111_58:14,deeply_popular,deeply,popular,"But unlike Bush , Gore is n't serving with a president who is deeply popular with the grass roots of his party .",nyt_eng_19961215_0111_58,14,nyt_eng_19961215,1996-12-15,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
205836,nyt_eng_19960604_0677_22:9,deeply_sorry,deeply,sorry,"-LBQ-  I admire him enormously and I 'm deeply sorry he 's resigning ,  -RDQ-  said Louis H. Pollak , a federal trial judge in Philadelphia and a former dean of Yale Law School , echoing comments by many judges .",nyt_eng_19960604_0677_22,9,nyt_eng_19960604,1996-06-04,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
84008,nyt_eng_19950609_0490_10:4,deeply_suspicious,deeply,suspicious,"They are also deeply suspicious of anything that marries food and technology , like irradiated produce or biotech tomatoes .",nyt_eng_19950609_0490_10,4,nyt_eng_19950609,1995-06-09,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
86159,nyt_eng_19950615_0603_21:6,deeply_troubled,deeply,troubled,"But ADL officials were  -LBQ-  deeply troubled  -RDQ-  by the song 's lyrics , which  -LBQ-  at best ... were inartfully crafted and can be easily misunderstood and misused ,  -RDQ-  Lehrer said .",nyt_eng_19950615_0603_21,6,nyt_eng_19950615,1995-06-15,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
201880,nyt_eng_19960523_0727_7:17,definitely_doable,definitely,doable,-LBQ-  We have to do the right kind of campaign ... but it means it 's definitely doable .  -RDQ-,nyt_eng_19960523_0727_7,17,nyt_eng_19960523,1996-05-23,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
58773,nyt_eng_19950317_0059_39:10,definitely_loopy-lou,definitely,loopy-lou,"I 'm over it now , but I was definitely Loopy-Lou for a while .  -RDQ-",nyt_eng_19950317_0059_39,10,nyt_eng_19950317,1995-03-17,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
319096,nyt_eng_19970519_0617_28:10,disappointingly_kitschy,disappointingly,kitschy,"Admission was only $ 5 , but it was disappointingly kitschy , filled with chatty people on holiday populating the lagoon 's open-air restaurant .",nyt_eng_19970519_0617_28,10,nyt_eng_19970519,1997-05-19,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
5159,nyt_eng_19950214_0323_7:25,downright_eager,downright,eager,"All of which raises the question  -COL-  If Warburg was willing to merge with a strong partner in December , should n't it be downright eager to do so now ?",nyt_eng_19950214_0323_7,25,nyt_eng_19950214,1995-02-14,1995,negative,not_VP-adv,not,VP-adv,True,False
31396,nyt_eng_19941119_0189_19:16,downright_mad,downright,mad,"-LBQ-  Ah ,  -RDQ-  he finally concluded with a laugh ,  -LBQ-  I was just downright mad .  -RDQ-",nyt_eng_19941119_0189_19,16,nyt_eng_19941119,1994-11-19,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
417589,nyt_eng_19980303_0301_34:17,downright_obese,downright,obese,"Studies have estimated that more than three-quarters of Americans are overweight and nearly a fourth are downright obese , despite an abundance of low-fat snacks and high-fiber foods .",nyt_eng_19980303_0301_34,17,nyt_eng_19980303,1998-03-03,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
105457,nyt_eng_19950813_0268_40:6,downright_terse,downright,terse,"In fact , he was downright terse .",nyt_eng_19950813_0268_40,6,nyt_eng_19950813,1995-08-13,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
385386,nyt_eng_19971124_0822_46:6,downwardly_mobile,downwardly,mobile,"Overnight , her family was downwardly mobile .",nyt_eng_19971124_0822_46,6,nyt_eng_19971124,1997-11-24,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
224428,nyt_eng_19960812_0317_20:13,easily_identifiable,easily,identifiable,"In those days , in those East Coast towns , Republicans were easily identifiable in their summer plumage of blue blazers and pastel pants with little whales .",nyt_eng_19960812_0317_20,13,nyt_eng_19960812,1996-08-12,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
157332,nyt_eng_19960119_0377_9:3,easily_noticeable,easily,noticeable,"It 's easily noticeable with its bright pastel yellow , blue and burgundy walls that symbolize the cultures of both Europe and Mexico .",nyt_eng_19960119_0377_9,3,nyt_eng_19960119,1996-01-19,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
89,nyt_eng_19960324_0124_1:11,economically_driven,economically,driven,"-LBQ-  But I do know this  -COL-  Every theft is economically driven ,  -RDQ-  she said .",nyt_eng_19960324_0124_1,11,nyt_eng_19960324,1996-03-24,1996,uncertain,every_det-of-subj,every,det-of-subj,True,False
162712,nyt_eng_19960202_0561_4:26,economically_sound,economically,sound,"In a statement issued while he was campaigning Friday in New Hampshire , Clinton said ,  -LBQ-  I strongly believe that this executive order is economically sound , fair and legal , and accordingly I am instructing my Justice Department to take all appropriate steps to have this decision overturned .  -RDQ-",nyt_eng_19960202_0561_4,26,nyt_eng_19960202,1996-02-02,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
51542,nyt_eng_19950216_0403_30:15,eminently_qualified,eminently,qualified,-LBQ-  It is not so bad if the one who gets the job is eminently qualified but not the most qualified .  -RDQ-,nyt_eng_19950216_0403_30,15,nyt_eng_19950216,1995-02-16,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
262225,nyt_eng_19961202_0441_5:16,emotionally_distressing,emotionally,distressing,"-LBQ-  When this happens to people , especially to a woman , it 's extremely emotionally distressing and socially crippling ,  -RDQ-  she says .",nyt_eng_19961202_0441_5,16,nyt_eng_19961202,1996-12-02,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
237230,nyt_eng_19960919_0771_17:17,entirely_frozen,entirely,frozen,"If a hacker sends many SYN packets with false addresses , the Web site will be entirely frozen , waiting for acknowledgements that never come .",nyt_eng_19960919_0771_17,17,nyt_eng_19960919,1996-09-19,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
171673,nyt_eng_19960229_0244_4:4,entirely_logical,entirely,logical,-LBQ-  It 's entirely logical for both parties .  -RDQ-,nyt_eng_19960229_0244_4,4,nyt_eng_19960229,1996-02-29,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
338715,nyt_eng_19970716_0371_17:3,entirely_possible,entirely,possible,It 's entirely possible that we 'll come out of this restructuring as a hodge-podge of businesses .  -RDQ-,nyt_eng_19970716_0371_17,3,nyt_eng_19970716,1997-07-16,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
405613,nyt_eng_19980122_0673_21:7,entirely_seduced,entirely,seduced,"Before he knows it Rick is entirely seduced , and next he is galvanized into helping her with her problems .",nyt_eng_19980122_0673_21,7,nyt_eng_19980122,1998-01-22,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
314436,nyt_eng_19970506_0271_37:27,entirely_self-taught,entirely,self-taught,"His details about individual artists are telling , such as the quote from John Singleton Copley 's son , who noted that his father  -LBQ-  was entirely self-taught and never saw a decent picture , with the exception of his own , until he was nearly 30 years of age .  -RDQ-",nyt_eng_19970506_0271_37,27,nyt_eng_19970506,1997-05-06,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
263864,nyt_eng_19961206_0318_16:19,entirely_separate,entirely,separate,"Indeed , the FCC said its decision to move forward with granting the license to MCI is  -LBQ-  entirely separate and distinct  -RDQ-  from decisions that will be made next year on MCI 's applications to transfer control of its licenses -- including the one for the direct broadcast services -- to British Telecom .",nyt_eng_19961206_0318_16,19,nyt_eng_19961206,1996-12-06,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
29047,nyt_eng_19941108_0275_3:22,equally_appalling,equally,appalling,But the justification for that behavior now offered up by Chief Judge Harry Edwards of the U.S. Court of Appeals is equally appalling .,nyt_eng_19941108_0275_3,22,nyt_eng_19941108,1994-11-08,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
86874,nyt_eng_19950618_0084_18:4,equally_evocative,equally,evocative,The finale is equally evocative .,nyt_eng_19950618_0084_18,4,nyt_eng_19950618,1995-06-18,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
195121,nyt_eng_19960504_0384_61:12,equally_hard,equally,hard,"Federal housing does not have local preferences , but vacancies are equally hard to come by , state officials said .",nyt_eng_19960504_0384_61,12,nyt_eng_19960504,1996-05-04,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
581,nyt_eng_19980213_0365_14:11,equally_legitimate,equally,legitimate,"-LBQ-  Pluralism does not have to mean that everyone is equally legitimate in the eyes of everyone else ,  -RDQ-  Riskin said .",nyt_eng_19980213_0365_14,11,nyt_eng_19980213,1998-02-13,1998,uncertain,everyone_subj,everyone,subj,True,False
407683,nyt_eng_19980128_0736_6:5,equally_quiet,equally,quiet,The business climate was equally quiet .,nyt_eng_19980128_0736_6,5,nyt_eng_19980128,1998-01-28,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
423009,nyt_eng_19980321_0146_10:21,equally_strong,equally,strong,"For while the sales market is as robust as it has been for many years , the rental market is equally strong _ and many sponsors seem content to hold onto their unsold apartments , collect the monthly rent checks and let the co-op board take care of the business of being a landlord .",nyt_eng_19980321_0146_10,21,nyt_eng_19980321,1998-03-21,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
293744,nyt_eng_19970307_0091_9:3,equally_unsparing,equally,unsparing,He was equally unsparing in his indictment of an incompetent and corrupt government .,nyt_eng_19970307_0091_9,3,nyt_eng_19970307,1997-03-07,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
232409,nyt_eng_19960905_0412_11:6,equally_wonderful,equally,wonderful,The Chilean-born lyric soprano is equally wonderful as the coquettish Nedda .,nyt_eng_19960905_0412_11,6,nyt_eng_19960905,1996-09-05,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
